simtype,modelm,name_levels,tree_levels,model_name,n
control,m4,HIV,Spiralia,Dayhoff+F,1
control,m4,HIV,Spiralia,mtMAM+I+G4,1
control,m4,HIV,Spiralia,rtREV,1
control,m4,LAC,Lassa Virus,DCMut+F,1
control,m4,LAC,Lassa Virus,HIVw+G4,1
control,m4,LAC,Lassa Virus,mtMAM+F+I+G4,1
control,m4,LAC,Lassa Virus,mtVer+I+G4,1
control,m4,LAC,Lassa Virus,rtREV+F,1
control,m4,LAC,Mammals,DCMut+F,1
control,m4,LAC,Mammals,FLU+F+I,1
control,m4,LAC,Mammals,HIVw+F+G4,1
control,m4,LAC,Mammals,HIVw+G4,1
control,m4,LAC,Mammals,mtART+I+G4,1
control,m4,LAC,Mammals,mtZOA+F+I,1
control,m4,LAC,Opisthokonta,cpREV,1
control,m4,LAC,Opisthokonta,FLU+F+I,1
control,m4,LAC,Opisthokonta,JTT+F,1
control,m4,LAC,Opisthokonta,mtMAM+G4,1
control,m4,LAC,Opisthokonta,rtREV+F,1
control,m4,LAC,Aves,Dayhoff+F,1
control,m4,LAC,Aves,mtART+G4,1
control,m4,LAC,Aves,mtART+I+G4,1
control,m4,LAC,Aves,mtInv+I,1
control,m4,LAC,Aves,mtMAM+F+G4,1
control,m4,LAC,Aves,mtZOA+F+I,1
control,m4,LAC,Ray-finned fish,mtART+G4,1
control,m4,LAC,Ray-finned fish,mtART+I+G4,1
control,m4,LAC,Ray-finned fish,rtREV,1
control,m4,LAC,Ray-finned fish,rtREV+F,1
control,m4,LAC,Green Plant,cpREV+F,1
control,m4,LAC,Green Plant,Dayhoff,1
control,m4,LAC,Green Plant,rtREV+F,1
control,m4,LAC,Yeast,cpREV,1
control,m4,LAC,Yeast,cpREV+F,1
control,m4,LAC,Yeast,HIVb+I,1
control,m4,LAC,Yeast,JTTDCMut+F,1
control,m4,LAC,Yeast,mtMAM+I+G4,1
control,m4,LAC,Yeast,mtMet+F+I,1
control,m4,LAC,Yeast,mtREV+F+I,1
control,m4,LAC,Yeast,mtVer+F+I,1
control,m4,LAC,Yeast,mtVer+G4,1
control,m4,LAC,Spiralia,cpREV+F,1
control,m4,LAC,Spiralia,Dayhoff+F+I,1
control,m4,LAC,Spiralia,FLU+F+I,1
control,m4,LAC,Spiralia,JTTDCMut+F,1
control,m4,LAC,Spiralia,mtInv+F+I,1
control,m4,LAC,Spiralia,mtMAM+G4,1
control,m4,LAC,Spiralia,mtREV+F+I,1
control,m4,LAC,Spiralia,rtREV,1
control,m4,NP,Lassa Virus,Dayhoff+F,1
control,m4,NP,Lassa Virus,DCMut+F,1
control,m4,NP,Lassa Virus,FLU+F+I,1
control,m4,NP,Lassa Virus,HIVw+F+G4,1
control,m4,NP,Mammals,DCMut+F,1
control,m4,NP,Mammals,FLU+F+I,1
control,m4,NP,Mammals,HIVw+F+G4,1
control,m4,NP,Mammals,mtREV+F+I,1
control,m4,NP,Mammals,mtZOA+F+I,1
control,m4,NP,Mammals,rtREV+F,1
control,m4,NP,Opisthokonta,Dayhoff,1
control,m4,NP,Opisthokonta,mtMAM+G4,1
control,m4,NP,Opisthokonta,mtREV+F+I,1
control,m4,NP,Opisthokonta,rtREV+F,1
control,m4,NP,Aves,FLU,1
control,m4,NP,Aves,HIVb+I,1
control,m4,NP,Ray-finned fish,mtInv+F+I,1
control,m4,NP,Ray-finned fish,mtREV+F+I,1
control,m4,NP,Green Plant,Dayhoff+F,1
control,m4,NP,Green Plant,mtART+G4,1
control,m4,NP,Green Plant,rtREV+F,1
control,m4,NP,Yeast,cpREV+F,1
control,m4,NP,Yeast,DCMut,1
control,m4,NP,Yeast,DCMut+F,1
control,m4,NP,Yeast,mtVer+I+G4,1
control,m4,NP,Yeast,mtZOA+F+I,1
control,m4,NP,Spiralia,FLU+F+I,1
control,m4,NP,Spiralia,mtInv+F+I,1
control,m4,NP,Spiralia,mtREV+F+I,1
control,m4,HA,Lassa Virus,HIVw+F+I+G4,2
control,m4,HA,Lassa Virus,mtInv+F,2
control,m4,HA,Lassa Virus,mtMAM+F+G4,2
control,m4,HA,Mammals,mtART+I+G4,2
control,m4,HA,Opisthokonta,mtREV+F+I,2
control,m4,HA,Opisthokonta,rtREV,2
control,m4,HA,Opisthokonta,rtREV+F,2
control,m4,HA,Aves,HIVw+F+G4,2
control,m4,HA,Aves,mtMet+F,2
control,m4,HA,Aves,mtREV+F,2
control,m4,HA,Green Plant,Dayhoff+F,2
control,m4,HA,Spiralia,Dayhoff,2
control,m4,HA,Spiralia,Dayhoff+F,2
control,m4,HIV,Lassa Virus,mtInv+F,2
control,m4,HIV,Lassa Virus,mtMAM+F+G4,2
control,m4,HIV,Lassa Virus,mtVer+G4,2
control,m4,HIV,Mammals,FLU+F+I,2
control,m4,HIV,Mammals,mtREV+F+I,2
control,m4,HIV,Opisthokonta,Dayhoff,2
control,m4,HIV,Opisthokonta,DCMut,2
control,m4,HIV,Opisthokonta,rtREV,2
control,m4,HIV,Aves,HIVw+F+I+G4,2
control,m4,HIV,Aves,mtZOA+F+I,2
control,m4,HIV,Green Plant,mtART+I+G4,2
control,m4,HIV,Yeast,Dayhoff,2
control,m4,HIV,Yeast,DCMut,2
control,m4,HIV,Yeast,mtZOA+F+I,2
control,m4,HIV,Yeast,rtREV,2
control,m4,HIV,Yeast,rtREV+F,2
control,m4,HIV,Spiralia,FLU+F+I,2
control,m4,LAC,Lassa Virus,HIVw+I+G4,2
control,m4,LAC,Lassa Virus,mtZOA+F+I,2
control,m4,LAC,Mammals,FLU+I,2
control,m4,LAC,Mammals,HIVw+F+I+G4,2
control,m4,LAC,Mammals,HIVw+I+G4,2
control,m4,LAC,Mammals,mtMet+F+I,2
control,m4,LAC,Opisthokonta,DCMut,2
control,m4,LAC,Opisthokonta,FLU+I,2
control,m4,LAC,Opisthokonta,mtMet+F+I,2
control,m4,LAC,Opisthokonta,mtREV+F+I,2
control,m4,LAC,Aves,FLU,2
control,m4,LAC,Aves,mtMAM+F+I+G4,2
control,m4,LAC,Green Plant,Dayhoff+F,2
control,m4,LAC,Green Plant,DCMut+F,2
control,m4,LAC,Green Plant,FLU+F+I,2
control,m4,LAC,Green Plant,mtART+I+G4,2
control,m4,LAC,Green Plant,mtREV+F+I,2
control,m4,LAC,Yeast,JTT+F,2
control,m4,LAC,Yeast,LG+F,2
control,m4,LAC,Spiralia,cpREV,2
control,m4,LAC,Spiralia,Dayhoff,2
control,m4,LAC,Spiralia,FLU+I,2
control,m4,LAC,Spiralia,mtMAM+I+G4,2
control,m4,NP,Lassa Virus,HIVw+F+I+G4,2
control,m4,NP,Lassa Virus,mtInv+F,2
control,m4,NP,Lassa Virus,mtMAM+F+G4,2
control,m4,NP,Mammals,HIVw+G4,2
control,m4,NP,Mammals,mtMAM+F+G4,2
control,m4,NP,Opisthokonta,DCMut+F,2
control,m4,NP,Aves,HIVw+F+G4,2
control,m4,NP,Aves,mtREV+F,2
control,m4,NP,Ray-finned fish,Dayhoff+F,2
control,m4,NP,Ray-finned fish,FLU+F+I,2
control,m4,NP,Ray-finned fish,mtART+G4,2
control,m4,NP,Green Plant,mtREV+F+I,2
control,m4,NP,Yeast,mtART+G4,2
control,m4,NP,Yeast,mtMet+F+I,2
control,m4,NP,Spiralia,cpREV+F,2
control,m4,NP,Spiralia,Dayhoff,2
control,m4,NP,Spiralia,mtMAM+G4,2
control,m4,HA,Mammals,FLU+I,3
control,m4,HA,Mammals,mtREV+F+I,3
control,m4,HA,Aves,FLU+F,3
control,m4,HA,Aves,HIVw+F+I+G4,3
control,m4,HA,Aves,mtMAM+F+I+G4,3
control,m4,HA,Aves,mtVer+F+I,3
control,m4,HA,Green Plant,FLU+F+I,3
control,m4,HA,Yeast,DCMut+F,3
control,m4,HA,Yeast,FLU+I,3
control,m4,HA,Yeast,mtART+I+G4,3
control,m4,HA,Yeast,rtREV+F,3
control,m4,HIV,Mammals,FLU+I,3
control,m4,HIV,Opisthokonta,mtMAM+G4,3
control,m4,HIV,Opisthokonta,mtREV+F+I,3
control,m4,HIV,Aves,FLU+F,3
control,m4,LAC,Lassa Virus,Dayhoff+F,3
control,m4,LAC,Lassa Virus,mtMAM+F+G4,3
control,m4,LAC,Mammals,Dayhoff+F,3
control,m4,LAC,Mammals,mtREV+F+I,3
control,m4,LAC,Opisthokonta,rtREV,3
control,m4,LAC,Ray-finned fish,Dayhoff+F,3
control,m4,LAC,Ray-finned fish,FLU+F+I,3
control,m4,LAC,Green Plant,mtMet+F+I,3
control,m4,LAC,Yeast,HIVb+F+I,3
control,m4,NP,Mammals,FLU+I,3
control,m4,NP,Mammals,mtMet+F+I,3
control,m4,NP,Aves,FLU+F,3
control,m4,NP,Aves,HIVw+F+I+G4,3
control,m4,NP,Green Plant,FLU+F+I,3
control,m4,NP,Yeast,FLU+I,3
control,m4,NP,Yeast,mtREV+F+I,3
control,m4,NP,Spiralia,DCMut,3
control,m4,NP,Spiralia,DCMut+F,3
control,m4,HA,Mammals,HIVw+G4,4
control,m4,HA,Ray-finned fish,Dayhoff+F,4
control,m4,HIV,Lassa Virus,HIVw+F+G4,4
control,m4,HIV,Lassa Virus,mtZOA+F+I,4
control,m4,HIV,Opisthokonta,FLU+F+I,4
control,m4,HIV,Aves,mtREV+F,4
control,m4,HIV,Ray-finned fish,mtART+I+G4,4
control,m4,HIV,Green Plant,Dayhoff+F,4
control,m4,HIV,Green Plant,mtREV+F+I,4
control,m4,HIV,Spiralia,DCMut,4
control,m4,HIV,Spiralia,DCMut+F,4
control,m4,LAC,Opisthokonta,Dayhoff,4
control,m4,LAC,Ray-finned fish,FLU+I,4
control,m4,LAC,Green Plant,FLU+I,4
control,m4,LAC,Yeast,DCMut,4
control,m4,LAC,Spiralia,DCMut,4
control,m4,NP,Lassa Virus,mtZOA+F+I,4
control,m4,NP,Mammals,HIVw+I+G4,4
control,m4,NP,Opisthokonta,rtREV,4
control,m4,NP,Aves,mtMAM+F+I+G4,4
control,m4,NP,Aves,mtVer+F+I,4
control,m4,NP,Ray-finned fish,mtART+I+G4,4
control,m4,HA,Lassa Virus,mtMAM+F+I+G4,5
control,m4,HA,Lassa Virus,mtZOA+F+I,5
control,m4,HA,Ray-finned fish,mtART+I+G4,5
control,m4,HA,Green Plant,mtART+I+G4,5
control,m4,HIV,Lassa Virus,HIVw+F+I+G4,5
control,m4,HIV,Ray-finned fish,mtREV+F+I,5
control,m4,LAC,Lassa Virus,HIVw+F+G4,5
control,m4,LAC,Aves,mtInv+F,5
control,m4,LAC,Aves,mtVer+F+I,5
control,m4,NP,Green Plant,mtART+I+G4,5
control,m4,NP,Yeast,rtREV+F,5
control,m4,NP,Spiralia,rtREV+F,5
control,m4,HA,Mammals,HIVw+I+G4,6
control,m4,HIV,Mammals,mtMet+F+I,6
control,m4,LAC,Ray-finned fish,DCMut+F,6
control,m4,NP,Lassa Virus,mtMAM+F+I+G4,6
control,m4,HA,Opisthokonta,DCMut,7
control,m4,HA,Green Plant,DCMut+F,7
control,m4,HIV,Spiralia,Dayhoff,7
control,m4,NP,Green Plant,DCMut+F,7
control,m4,HIV,Aves,mtVer+F+I,8
control,m4,HIV,Ray-finned fish,FLU+F+I,8
control,m4,HIV,Green Plant,FLU+F+I,8
control,m4,NP,Ray-finned fish,DCMut+F,8
control,m4,HA,Ray-finned fish,DCMut+F,10
control,m4,NP,Opisthokonta,DCMut,10
control,m4,HA,Spiralia,DCMut,11
control,m5,HA,Lassa Virus,mtMAM,20
control,m5,HA,Mammals,mtMAM,20
control,m5,HA,Opisthokonta,mtMAM,20
control,m5,HA,Aves,mtMAM,20
control,m5,HA,Ray-finned fish,mtMAM,20
control,m5,HA,Green Plant,mtMAM,20
control,m5,HA,Yeast,mtMAM,20
control,m5,HA,Spiralia,mtMAM,20
control,m5,HIV,Lassa Virus,mtMAM,20
control,m5,HIV,Mammals,mtMAM,20
control,m5,HIV,Opisthokonta,mtMAM,20
control,m5,HIV,Aves,mtMAM,20
control,m5,HIV,Ray-finned fish,mtMAM,20
control,m5,HIV,Green Plant,mtMAM,20
control,m5,HIV,Yeast,mtMAM,20
control,m5,HIV,Spiralia,mtMAM,20
control,m5,LAC,Lassa Virus,mtMAM,20
control,m5,LAC,Mammals,mtMAM,20
control,m5,LAC,Opisthokonta,mtMAM,20
control,m5,LAC,Aves,mtMAM,20
control,m5,LAC,Ray-finned fish,mtMAM,20
control,m5,LAC,Green Plant,mtMAM,20
control,m5,LAC,Yeast,mtMAM,20
control,m5,LAC,Spiralia,mtMAM,20
control,m5,NP,Lassa Virus,mtMAM,20
control,m5,NP,Mammals,mtMAM,20
control,m5,NP,Opisthokonta,mtMAM,20
control,m5,NP,Aves,mtMAM,20
control,m5,NP,Ray-finned fish,mtMAM,20
control,m5,NP,Green Plant,mtMAM,20
control,m5,NP,Yeast,mtMAM,20
control,m5,NP,Spiralia,mtMAM,20
MutSel,m1,HA,Lassa Virus,HIVb+G4,1
MutSel,m1,HA,Mammals,HIVb+F+G4,1
MutSel,m1,HA,Mammals,HIVb+G4,1
MutSel,m1,HA,Mammals,JTT+F+I+G4,1
MutSel,m1,HA,Mammals,JTT+I+G4,1
MutSel,m1,HA,Opisthokonta,JTT+G4,1
MutSel,m1,HA,Aves,JTT+I+G4,1
MutSel,m1,HA,Ray-finned fish,JTT+F+G4,1
MutSel,m1,HA,Ray-finned fish,JTT+I+G4,1
MutSel,m1,HA,Spiralia,HIVb+F+I+G4,1
MutSel,m1,HA,Spiralia,HIVb+I+G4,1
MutSel,m1,HA,Spiralia,JTT+F+I+G4,1
MutSel,m1,HIV,Lassa Virus,JTT+I+G4,1
MutSel,m1,HIV,Mammals,HIVb+F+I+G4,1
MutSel,m1,HIV,Aves,HIVb+F+I+G4,1
MutSel,m1,HIV,Aves,JTT+F+I+G4,1
MutSel,m1,HIV,Spiralia,HIVb+F+I+G4,1
MutSel,m1,HIV,Spiralia,HIVb+G4,1
MutSel,m1,HIV,Spiralia,JTT+I+G4,1
MutSel,m1,LAC,Lassa Virus,JTT+F+I+G4,1
MutSel,m1,LAC,Mammals,HIVb+I+G4,1
MutSel,m1,LAC,Aves,HIVb+F+G4,1
MutSel,m1,LAC,Green Plant,HIVb+F+I+G4,1
MutSel,m1,LAC,Yeast,JTT+F+G4,1
MutSel,m1,LAC,Yeast,JTT+I+G4,1
MutSel,m1,NP,Lassa Virus,HIVb+F+G4,1
MutSel,m1,NP,Mammals,JTT+F+G4,1
MutSel,m1,NP,Opisthokonta,JTT+F+I+G4,1
MutSel,m1,NP,Aves,HIVb+I+G4,1
MutSel,m1,NP,Ray-finned fish,HIVb+F+I+G4,1
MutSel,m1,NP,Ray-finned fish,HIVb+G4,1
MutSel,m1,NP,Ray-finned fish,JTT+I+G4,1
MutSel,m1,NP,Spiralia,HIVb+I+G4,1
MutSel,m1,HA,Lassa Virus,JTT+F+G4,2
MutSel,m1,HA,Mammals,HIVb+F+I+G4,2
MutSel,m1,HA,Ray-finned fish,HIVb+I+G4,2
MutSel,m1,HIV,Mammals,JTT+G4,2
MutSel,m1,HIV,Ray-finned fish,HIVb+G4,2
MutSel,m1,HIV,Ray-finned fish,JTT+G4,2
MutSel,m1,LAC,Lassa Virus,HIVb+F+I+G4,2
MutSel,m1,LAC,Ray-finned fish,HIVb+F+I+G4,2
MutSel,m1,LAC,Yeast,WAG+F+I+G4,2
MutSel,m1,LAC,Spiralia,HIVb+F+I+G4,2
MutSel,m1,NP,Lassa Virus,HIVb+F+I+G4,2
MutSel,m1,NP,Lassa Virus,HIVb+I+G4,2
MutSel,m1,NP,Mammals,HIVb+F+I+G4,2
MutSel,m1,NP,Mammals,HIVb+G4,2
MutSel,m1,NP,Aves,HIVb+F+G4,2
MutSel,m1,NP,Ray-finned fish,HIVb+I+G4,2
MutSel,m1,NP,Ray-finned fish,JTT+F+G4,2
MutSel,m1,NP,Green Plant,JTT+F+I+G4,2
MutSel,m1,NP,Green Plant,JTT+I+G4,2
MutSel,m1,NP,Spiralia,JTT+F+G4,2
MutSel,m1,HA,Lassa Virus,HIVb+F+G4,3
MutSel,m1,HA,Lassa Virus,JTT+I+G4,3
MutSel,m1,HA,Opisthokonta,JTT+F+I+G4,3
MutSel,m1,HA,Aves,HIVb+F+G4,3
MutSel,m1,HA,Spiralia,HIVb+F+G4,3
MutSel,m1,HIV,Lassa Virus,JTT+G4,3
MutSel,m1,HIV,Mammals,JTT+F+G4,3
MutSel,m1,HIV,Aves,JTT+G4,3
MutSel,m1,HIV,Green Plant,JTT+G4,3
MutSel,m1,LAC,Mammals,JTT+F+I+G4,3
MutSel,m1,LAC,Opisthokonta,JTT+I+G4,3
MutSel,m1,LAC,Aves,HIVb+I+G4,3
MutSel,m1,LAC,Aves,JTT+G4,3
MutSel,m1,LAC,Ray-finned fish,HIVb+I+G4,3
MutSel,m1,NP,Lassa Virus,JTT+F+G4,3
MutSel,m1,NP,Lassa Virus,JTT+F+I+G4,3
MutSel,m1,NP,Mammals,HIVb+F+G4,3
MutSel,m1,NP,Spiralia,HIVb+F+G4,3
MutSel,m1,HA,Lassa Virus,JTT+G4,4
MutSel,m1,HA,Mammals,JTT+F+G4,4
MutSel,m1,HA,Ray-finned fish,HIVb+G4,4
MutSel,m1,HIV,Mammals,HIVb+G4,4
MutSel,m1,HIV,Ray-finned fish,JTT+F+G4,4
MutSel,m1,HIV,Spiralia,JTT+F+G4,4
MutSel,m1,LAC,Mammals,HIVb+F+I+G4,4
MutSel,m1,NP,Lassa Virus,JTT+G4,4
MutSel,m1,NP,Aves,JTT+I+G4,4
MutSel,m1,HA,Ray-finned fish,JTT+G4,5
MutSel,m1,HA,Green Plant,JTT+G4,5
MutSel,m1,LAC,Aves,HIVb+F+I+G4,5
MutSel,m1,NP,Lassa Virus,JTT+I+G4,5
MutSel,m1,NP,Aves,JTT+G4,5
MutSel,m1,NP,Green Plant,JTT+F+G4,5
MutSel,m1,NP,Spiralia,JTT+I+G4,5
MutSel,m1,HA,Aves,JTT+G4,6
MutSel,m1,HA,Spiralia,JTT+G4,6
MutSel,m1,HIV,Aves,HIVb+G4,6
MutSel,m1,HIV,Spiralia,JTT+G4,6
MutSel,m1,NP,Mammals,JTT+G4,6
MutSel,m1,NP,Mammals,JTT+I+G4,6
MutSel,m1,NP,Ray-finned fish,HIVb+F+G4,6
MutSel,m1,HA,Lassa Virus,JTT+F+I+G4,7
MutSel,m1,HA,Ray-finned fish,HIVb+F+G4,7
MutSel,m1,HIV,Lassa Virus,JTT+F+G4,7
MutSel,m1,HIV,Spiralia,HIVb+F+G4,7
MutSel,m1,NP,Ray-finned fish,JTT+G4,7
MutSel,m1,HA,Spiralia,JTT+F+G4,8
MutSel,m1,LAC,Aves,JTT+I+G4,8
MutSel,m1,LAC,Green Plant,JTT+F+I+G4,8
MutSel,m1,NP,Aves,HIVb+G4,8
MutSel,m1,HA,Yeast,JTT+F+G4,9
MutSel,m1,HIV,Lassa Virus,HIVb+F+G4,9
MutSel,m1,HIV,Aves,HIVb+F+G4,9
MutSel,m1,NP,Yeast,JTT+F+I+G4,9
MutSel,m1,NP,Spiralia,JTT+G4,9
MutSel,m1,HA,Mammals,JTT+G4,10
MutSel,m1,HA,Aves,HIVb+G4,10
MutSel,m1,HIV,Mammals,HIVb+F+G4,10
MutSel,m1,HA,Yeast,JTT+F+I+G4,11
MutSel,m1,LAC,Green Plant,JTT+I+G4,11
MutSel,m1,NP,Green Plant,JTT+G4,11
MutSel,m1,NP,Yeast,JTT+F+G4,11
MutSel,m1,HIV,Ray-finned fish,HIVb+F+G4,12
MutSel,m1,LAC,Mammals,JTT+I+G4,12
MutSel,m1,HA,Green Plant,JTT+F+G4,15
MutSel,m1,LAC,Ray-finned fish,JTT+I+G4,15
MutSel,m1,HA,Opisthokonta,JTT+F+G4,16
MutSel,m1,LAC,Yeast,JTT+F+I+G4,16
MutSel,m1,HIV,Green Plant,JTT+F+G4,17
MutSel,m1,LAC,Lassa Virus,JTT+I+G4,17
MutSel,m1,LAC,Opisthokonta,JTT+F+I+G4,17
MutSel,m1,LAC,Spiralia,JTT+I+G4,18
MutSel,m1,NP,Opisthokonta,JTT+F+G4,19
MutSel,m1,HIV,Opisthokonta,JTT+F+G4,20
MutSel,m1,HIV,Yeast,JTT+F+G4,20
MutSel,m2,HA,Lassa Virus,cpREV+F+I+G4,1
MutSel,m2,HA,Lassa Virus,FLU+I+G4,1
MutSel,m2,HA,Lassa Virus,HIVw+G4,1
MutSel,m2,HA,Lassa Virus,VT+I,1
MutSel,m2,HA,Mammals,DCMut+F+G4,1
MutSel,m2,HA,Mammals,FLU+I+G4,1
MutSel,m2,HA,Mammals,HIVw+G4,1
MutSel,m2,HA,Mammals,mtInv+F+G4,1
MutSel,m2,HA,Mammals,mtMet+F+I+G4,1
MutSel,m2,HA,Opisthokonta,Blosum62+F+G4,1
MutSel,m2,HA,Opisthokonta,FLU+F+G4,1
MutSel,m2,HA,Opisthokonta,JTT+I,1
MutSel,m2,HA,Opisthokonta,LG+F+G4,1
MutSel,m2,HA,Opisthokonta,mtInv+F+G4,1
MutSel,m2,HA,Opisthokonta,mtInv+F+I+G4,1
MutSel,m2,HA,Opisthokonta,mtMet+F+G4,1
MutSel,m2,HA,Aves,cpREV+F+I+G4,1
MutSel,m2,HA,Aves,FLU+F+G4,1
MutSel,m2,HA,Aves,mtMet+F+I+G4,1
MutSel,m2,HA,Ray-finned fish,FLU+I+G4,1
MutSel,m2,HA,Ray-finned fish,HIVw+G4,1
MutSel,m2,HA,Green Plant,HIVw+G4,1
MutSel,m2,HA,Green Plant,PMB+F+G4,1
MutSel,m2,HA,Green Plant,PMB+G4,1
MutSel,m2,HA,Green Plant,VT+F,1
MutSel,m2,HA,Green Plant,WAG+F,1
MutSel,m2,HA,Green Plant,WAG+I,1
MutSel,m2,HA,Yeast,Blosum62+F+G4,1
MutSel,m2,HA,Yeast,Blosum62+F+I+G4,1
MutSel,m2,HA,Yeast,cpREV+I+G4,1
MutSel,m2,HA,Yeast,FLU+F+I+G4,1
MutSel,m2,HA,Yeast,PMB+G4,1
MutSel,m2,HA,Yeast,WAG+I,1
MutSel,m2,HA,Spiralia,cpREV+G4,1
MutSel,m2,HA,Spiralia,Dayhoff+F+G4,1
MutSel,m2,HA,Spiralia,FLU+I+G4,1
MutSel,m2,HA,Spiralia,HIVb+F+I,1
MutSel,m2,HA,Spiralia,HIVw+I+G4,1
MutSel,m2,HA,Spiralia,mtInv+F+G4,1
MutSel,m2,HA,Spiralia,mtInv+F+I+G4,1
MutSel,m2,HA,Spiralia,mtMet+F+G4,1
MutSel,m2,HA,Spiralia,mtMet+F+I+G4,1
MutSel,m2,HIV,Lassa Virus,cpREV+F+I+G4,1
MutSel,m2,HIV,Lassa Virus,VT,1
MutSel,m2,HIV,Lassa Virus,WAG+I,1
MutSel,m2,HIV,Mammals,cpREV+I+G4,1
MutSel,m2,HIV,Mammals,HIVw+G4,1
MutSel,m2,HIV,Mammals,HIVw+I+G4,1
MutSel,m2,HIV,Mammals,WAG,1
MutSel,m2,HIV,Opisthokonta,DCMut+F+G4,1
MutSel,m2,HIV,Aves,cpREV+F+G4,1
MutSel,m2,HIV,Aves,FLU+F+G4,1
MutSel,m2,HIV,Aves,mtVer+F+G4,1
MutSel,m2,HIV,Aves,VT+F,1
MutSel,m2,HIV,Aves,VT+F+G4,1
MutSel,m2,HIV,Aves,VT+I+G4,1
MutSel,m2,HIV,Aves,WAG,1
MutSel,m2,HIV,Ray-finned fish,cpREV+G4,1
MutSel,m2,HIV,Ray-finned fish,FLU+F+G4,1
MutSel,m2,HIV,Ray-finned fish,HIVw+F,1
MutSel,m2,HIV,Ray-finned fish,WAG+I,1
MutSel,m2,HIV,Green Plant,cpREV+F+G4,1
MutSel,m2,HIV,Yeast,cpREV+F+I,1
MutSel,m2,HIV,Yeast,Dayhoff+F+G4,1
MutSel,m2,HIV,Yeast,PMB+G4,1
MutSel,m2,HIV,Yeast,VT+G4,1
MutSel,m2,HIV,Spiralia,cpREV+F+I+G4,1
MutSel,m2,HIV,Spiralia,cpREV+I+G4,1
MutSel,m2,HIV,Spiralia,VT+F,1
MutSel,m2,LAC,Lassa Virus,cpREV+I,1
MutSel,m2,LAC,Lassa Virus,Dayhoff+F+G4,1
MutSel,m2,LAC,Lassa Virus,FLU+I+G4,1
MutSel,m2,LAC,Lassa Virus,HIVb,1
MutSel,m2,LAC,Lassa Virus,HIVw+F+I+G4,1
MutSel,m2,LAC,Lassa Virus,LG+F+I+G4,1
MutSel,m2,LAC,Lassa Virus,LG+G4,1
MutSel,m2,LAC,Lassa Virus,LG+I+G4,1
MutSel,m2,LAC,Lassa Virus,VT+F+I,1
MutSel,m2,LAC,Mammals,FLU+G4,1
MutSel,m2,LAC,Mammals,JTT,1
MutSel,m2,LAC,Mammals,JTT+F,1
MutSel,m2,LAC,Mammals,JTTDCMut+F+I,1
MutSel,m2,LAC,Mammals,LG+F+I+G4,1
MutSel,m2,LAC,Mammals,mtInv+F+I+G4,1
MutSel,m2,LAC,Mammals,mtMet+F+G4,1
MutSel,m2,LAC,Mammals,mtMet+F+I+G4,1
MutSel,m2,LAC,Mammals,mtVer+F+I+G4,1
MutSel,m2,LAC,Mammals,PMB+G4,1
MutSel,m2,LAC,Opisthokonta,DCMut+I+G4,1
MutSel,m2,LAC,Opisthokonta,LG+G4,1
MutSel,m2,LAC,Opisthokonta,mtMet+F+G4,1
MutSel,m2,LAC,Opisthokonta,mtMet+F+I+G4,1
MutSel,m2,LAC,Opisthokonta,mtVer+F+I+G4,1
MutSel,m2,LAC,Aves,cpREV+F+I+G4,1
MutSel,m2,LAC,Aves,DCMut+G4,1
MutSel,m2,LAC,Aves,FLU+G4,1
MutSel,m2,LAC,Aves,FLU+I+G4,1
MutSel,m2,LAC,Aves,HIVw+F+I+G4,1
MutSel,m2,LAC,Aves,HIVw+I+G4,1
MutSel,m2,LAC,Aves,JTT+F,1
MutSel,m2,LAC,Aves,mtMet+F+G4,1
MutSel,m2,LAC,Aves,mtVer+F+I+G4,1
MutSel,m2,LAC,Aves,VT+I,1
MutSel,m2,LAC,Aves,WAG+I,1
MutSel,m2,LAC,Ray-finned fish,Dayhoff+F+I+G4,1
MutSel,m2,LAC,Ray-finned fish,DCMut+G4,1
MutSel,m2,LAC,Ray-finned fish,FLU+F+G4,1
MutSel,m2,LAC,Ray-finned fish,FLU+I+G4,1
MutSel,m2,LAC,Ray-finned fish,HIVb+F,1
MutSel,m2,LAC,Ray-finned fish,HIVw+F+G4,1
MutSel,m2,LAC,Ray-finned fish,HIVw+F+I+G4,1
MutSel,m2,LAC,Ray-finned fish,HIVw+G4,1
MutSel,m2,LAC,Ray-finned fish,HIVw+I+G4,1
MutSel,m2,LAC,Ray-finned fish,JTTDCMut+F,1
MutSel,m2,LAC,Ray-finned fish,LG+I+G4,1
MutSel,m2,LAC,Ray-finned fish,mtInv+F+I+G4,1
MutSel,m2,LAC,Ray-finned fish,mtVer+F+G4,1
MutSel,m2,LAC,Ray-finned fish,WAG+F+I,1
MutSel,m2,LAC,Ray-finned fish,WAG+I,1
MutSel,m2,LAC,Green Plant,Dayhoff+G4,1
MutSel,m2,LAC,Green Plant,Dayhoff+I+G4,1
MutSel,m2,LAC,Green Plant,DCMut+F+G4,1
MutSel,m2,LAC,Green Plant,DCMut+F+I+G4,1
MutSel,m2,LAC,Green Plant,FLU+G4,1
MutSel,m2,LAC,Green Plant,FLU+I+G4,1
MutSel,m2,LAC,Green Plant,HIVw+F+I+G4,1
MutSel,m2,LAC,Green Plant,JTT,1
MutSel,m2,LAC,Green Plant,JTTDCMut,1
MutSel,m2,LAC,Green Plant,JTTDCMut+F+I,1
