name,model,optim,logl,k,AIC,AICc,BIC,rf_r1,wrf_r1,treelength
PF00482,r3,inferredtree,-86324.7152,711,174071.4304,1186535.4304,176578.0275,248,355.4111779411991,664.4684623711995
PF00482,r4,inferredtree,-88699.2727,710,178818.5455,1188438.5455,181321.6171,318,107.60325465790005,344.71835992809963
PF00482,r5,inferredtree,-91152.1734,710,183724.3468,1193344.3468,186227.4184,358,238.28913095739995,513.4586507130002
PF00482,poisson,optimizedtruetree,-94017.1724,709,189452.3447,1196232.3447,191951.8909,0,149.29721505669986,211.42786093819993
PF00482,r1,optimizedtruetree,-81805.7490,729,165069.4981,1229409.4981,167639.5533,0,0.0,356.7137187933
PF00482,r2,optimizedtruetree,-84243.0563,730,169946.1127,1237206.1127,172519.6933,0,57.64524587400002,403.79851839029953
PF00482,r3,optimizedtruetree,-86472.5423,711,174367.0845,1186831.0845,176873.6815,0,301.3680074382995,654.9253741308012
PF00482,r4,optimizedtruetree,-88960.6190,710,179341.2379,1188961.2379,181844.3095,0,40.89930489429998,346.8932745044
PF00482,r5,optimizedtruetree,-91495.1989,710,184410.3978,1194030.3978,186913.4694,0,173.8083367675999,518.6391329863001
PF00487,poisson,inferredtree,-45770.8180,215,91971.6361,92786.3729,92788.4410,78,41.5739739243,50.38212150590001
PF00487,r1,inferredtree,-41622.2061,236,83716.4122,84919.2509,84612.9981,0,0.0,84.20587655479999
PF00487,r2,inferredtree,-43011.8970,216,86455.7941,87285.3870,87276.3981,54,24.494210411299992,68.36383494350001
PF00487,r3,inferredtree,-44292.1959,235,89054.3919,90234.3919,89947.1787,58,21.9841071068,71.04123783819999
PF00487,r4,inferredtree,-45608.6899,234,91685.3798,92843.0640,92574.3675,76,23.95862039069999,79.20095325889994
PF00487,r5,inferredtree,-46999.0713,215,94428.1426,95242.8794,95244.9475,70,26.342992630999994,78.57903000200005
PF00487,poisson,optimizedtruetree,-45872.4479,215,92174.8957,92989.6326,92991.7006,0,33.848813674399985,51.0749173237
PF00487,r1,optimizedtruetree,-41622.2023,236,83716.4046,84919.2433,84612.9905,0,0.0,84.21418013230006
PF00487,r2,optimizedtruetree,-43040.2529,216,86512.5058,87342.0987,87333.1098,0,16.386581047499995,68.78973869299999
PF00487,r3,optimizedtruetree,-44346.4889,235,89162.9777,90342.9777,90055.7645,0,11.134999415300003,80.71516697859992
PF00487,r4,optimizedtruetree,-45681.2138,234,91830.4276,92988.1118,92719.4153,0,13.845877914500008,80.31364770740001
PF00487,r5,optimizedtruetree,-47090.8603,215,94611.7205,95426.4574,95428.5254,0,14.570732634399999,80.31998417710004
PF00501,poisson,inferredtree,-355245.8592,803,712097.7184,2003321.7184,715836.0370,358,146.49134663760003,235.20509548100014
PF00501,r1,inferredtree,-322960.2768,823,647566.5537,2003870.5537,651397.9811,0,0.0,344.9879173084001
PF00501,r2,inferredtree,-335145.3906,823,671936.7812,2028240.7812,675768.2086,292,75.14231035529987,308.8427162470996
PF00501,r3,inferredtree,-347676.4859,823,696998.9719,2053302.9719,700830.3993,314,76.06916154510014,359.51439752750014
PF00501,r4,inferredtree,-358744.8264,804,719097.6528,2013537.6528,722840.6269,338,140.03377916559995,438.78129333240037
PF00501,r5,inferredtree,-372663.3628,804,746934.7256,2041374.7256,750677.6996,364,361.4383481244001,660.4811669237994
PF00501,poisson,optimizedtruetree,-355732.5809,803,713071.1619,2004295.1619,716809.4805,0,110.28941105139995,237.57613758010004
PF00501,r1,optimizedtruetree,-322960.2739,823,647566.5478,2003870.5478,651397.9752,0,0.0,345.6827217927001
PF00501,r2,optimizedtruetree,-335372.9620,823,672391.9240,2028695.9240,676223.3514,0,39.46152542180005,311.20083392409964
PF00501,r3,optimizedtruetree,-347964.5070,823,697575.0140,2053879.0140,701406.4414,0,36.00749419980001,363.3106147343005
PF00501,r4,optimizedtruetree,-359230.3806,804,720068.7612,2014508.7612,723811.7352,0,101.94551269140008,443.6601449525002
PF00501,r5,optimizedtruetree,-373236.4866,804,748080.9732,2042520.9732,751823.9473,0,324.4308784270001,667.4865951438998
PF00516,poisson,inferredtree,-13832.1929,41,27746.3858,27752.4922,27927.0679,12,10.871936963099998,5.372910157499999
PF00516,r1,inferredtree,-12324.2317,42,24732.4634,24738.8791,24917.5524,0,0.0,15.728624913999997
PF00516,r2,inferredtree,-12822.6787,60,25765.3575,25778.7887,26029.7703,14,10.2584176501,6.3508525633
PF00516,r3,inferredtree,-13393.2297,60,26906.4594,26919.8906,27170.8722,12,9.243535015899997,7.467996926499999
PF00516,r4,inferredtree,-14009.1647,41,28100.3293,28106.4357,28281.0114,12,8.642796981299997,8.2684981587
PF00516,r5,inferredtree,-14520.3456,41,29122.6912,29128.7976,29303.3733,12,7.506479643099999,9.586013603699998
PF00516,poisson,optimizedtruetree,-13851.5188,41,27785.0376,27791.1440,27965.7196,0,10.234652968399999,5.455064740799998
PF00516,r1,optimizedtruetree,-12324.2343,42,24732.4686,24738.8842,24917.5575,0,0.0,15.681737486800003
PF00516,r2,optimizedtruetree,-12843.4401,60,25806.8802,25820.3114,26071.2930,0,9.139048604000001,6.544780232
PF00516,r3,optimizedtruetree,-13412.1717,60,26944.3434,26957.7746,27208.7562,0,8.000099482399998,7.683291965399999
PF00516,r4,optimizedtruetree,-14034.6858,41,28151.3715,28157.4779,28332.0536,0,7.203108472800001,8.484320714
PF00516,r5,optimizedtruetree,-14565.3620,41,29212.7240,29218.8304,29393.4061,0,5.8274548278000005,9.895974947000003
PF00520,poisson,inferredtree,-119898.2670,621,241038.5339,1013562.5339,243553.4184,152,184.95584527670002,140.79278627520003
PF00520,r1,inferredtree,-108323.4995,641,217928.9990,1040972.9990,220524.8782,0,0.0,309.3744984925001
PF00520,r2,inferredtree,-111813.7925,642,224911.5849,1050523.5849,227511.5138,140,350.9615818974999,627.5548209617996
PF00520,r3,inferredtree,-115138.6890,641,231559.3780,1054603.3780,234155.2572,124,111.6627765622,219.82866695969994
PF00520,r4,inferredtree,-119669.7106,640,240619.4212,1061099.4212,243211.2506,164,98.6818660943999,302.2283290181001
PF00520,r5,inferredtree,-122613.3735,622,246470.7471,1021482.7471,248989.6813,150,104.22205543250008,296.1783486321999
PF00520,poisson,optimizedtruetree,-120102.5139,621,241447.0278,1013971.0278,243961.9123,0,167.68755577439995,142.2100477620001
PF00520,r1,optimizedtruetree,-108323.5006,641,217929.0012,1040973.0012,220524.8803,0,0.0,309.18572564700014
PF00520,r2,optimizedtruetree,-111890.0813,642,225064.1627,1050676.1627,227664.0915,0,329.2749840809,637.6523867611005
PF00520,r3,optimizedtruetree,-115247.7182,641,231777.4364,1054821.4364,234373.3155,0,91.46297578439999,221.95920456799996
PF00520,r4,optimizedtruetree,-119848.1821,640,240976.3642,1061456.3642,243568.1936,0,68.12209607499997,305.54840257059993
PF00520,r5,optimizedtruetree,-122806.2381,622,246856.4762,1021868.4762,249375.4104,0,73.90615429480006,299.4140476353998
PF00534,poisson,inferredtree,-33028.1375,153,66362.2749,66936.9578,66892.2412,102,44.10876713809997,60.89693309179999
PF00534,r1,inferredtree,-30391.4577,154,61090.9155,61680.2982,61624.3456,0,0.0,91.26708130769994
PF00534,r2,inferredtree,-31124.3052,155,62558.6103,63163.1103,63095.5043,90,24.088305389999995,94.06168716210003
PF00534,r3,inferredtree,-31791.5507,172,63927.1015,64871.7364,64522.8806,86,41.72120875699999,120.09936968529999
PF00534,r4,inferredtree,-32648.7388,153,65603.4776,66178.1605,66133.4439,96,47.69998483310002,125.1296353142
PF00534,r5,inferredtree,-33313.6188,154,66935.2375,67524.6202,67468.6676,94,93.93153337889999,172.60605870639998
PF00534,poisson,optimizedtruetree,-33178.0204,153,66662.0408,67236.7237,67192.0070,0,31.222057039000003,62.71478449400003
PF00534,r1,optimizedtruetree,-30391.4584,154,61090.9168,61680.2995,61624.3469,0,0.0,91.28961646580004
PF00534,r2,optimizedtruetree,-31189.9250,155,62689.8501,63294.3501,63226.7440,0,8.569885218699998,94.35425389069997
PF00534,r3,optimizedtruetree,-31887.1920,172,64118.3840,65063.0189,64714.1631,0,32.42291401999997,121.59197227759998
PF00534,r4,optimizedtruetree,-32768.5376,153,65843.0753,66417.7582,66373.0415,0,39.23351876910001,128.0044360827
PF00534,r5,optimizedtruetree,-33460.6831,154,67229.3663,67818.7490,67762.7964,0,87.50489432970001,176.90472921830002
PF00555,poisson,inferredtree,-16641.7895,73,33429.5791,33486.7431,33690.3463,22,34.617911320599994,25.006987937500014
PF00555,r1,inferredtree,-15356.2173,93,30898.4345,31001.8901,31230.6449,0,0.0,53.48392529390002
PF00555,r2,inferredtree,-15783.3136,94,31754.6272,31860.9367,32090.4097,18,67.78745904600001,112.01023827709999
PF00555,r3,inferredtree,-16234.6209,74,32617.2417,32676.2843,32881.5811,26,29.07676203220001,31.2172391749
PF00555,r4,inferredtree,-16710.9102,73,33567.8203,33624.9843,33828.5876,22,21.413999526699993,43.65290736179998
PF00555,r5,inferredtree,-17110.4461,74,34368.8922,34427.9348,34633.2316,20,32.157072735599996,64.42649551929999
PF00555,poisson,optimizedtruetree,-16659.1715,73,33464.3430,33521.5070,33725.1102,0,29.0470070567,25.817855891000004
PF00555,r1,optimizedtruetree,-15356.2170,93,30898.4340,31001.8896,31230.6443,0,0.0,53.53215887030002
PF00555,r2,optimizedtruetree,-15793.7294,94,31775.4588,31881.7683,32111.2413,0,55.47669273489999,106.56317807580002
PF00555,r3,optimizedtruetree,-16258.8515,74,32665.7030,32724.7456,32930.0424,0,22.646978120599993,32.5569857271
PF00555,r4,optimizedtruetree,-16729.0194,73,33604.0389,33661.2029,33864.8061,0,14.7864917532,45.880460762499986
PF00555,r5,optimizedtruetree,-17138.9031,74,34425.8062,34484.8488,34690.1456,0,23.9575203748,68.59680637049999
PF00571,poisson,inferredtree,-118678.0028,871,239098.0056,1758122.0056,242273.1898,700,205.83941199979998,316.14890079869974
PF00571,r1,inferredtree,-106168.4429,872,214080.8859,1736592.8859,217259.7155,0,0.0,429.2899844564997
PF00571,r2,inferredtree,-110059.3045,890,221898.6089,1807878.6089,225143.0567,610,137.19454588379995,438.87132029270015
PF00571,r3,inferredtree,-113175.6959,873,228097.3918,1754101.3918,231279.8670,644,442.0215007791004,786.3095408472003
PF00571,r4,inferredtree,-116134.1291,872,234012.2582,1756524.2582,237191.0879,640,306.1987504075999,648.616716119701
PF00571,r5,inferredtree,-120252.6168,872,242249.2337,1764761.2337,245428.0633,692,521.4931419267006,859.8192264538008
PF00571,poisson,optimizedtruetree,-119645.0332,871,241032.0664,1760056.0664,244207.2507,0,114.86783766560004,328.71712985570025
PF00571,r1,optimizedtruetree,-106168.4429,872,214080.8858,1736592.8858,217259.7155,0,0.0,429.28063910890046
PF00571,r2,optimizedtruetree,-110218.3473,890,222216.6946,1808196.6946,225461.1423,0,37.985291736199976,442.6292909972993
PF00571,r3,optimizedtruetree,-113452.2357,873,228650.4713,1754654.4713,231832.9465,0,50.87328496449999,444.0223131196003
PF00571,r4,optimizedtruetree,-116764.7257,872,235273.4514,1757785.4514,238452.2811,0,238.34053157770015,658.7914014513997
PF00571,r5,optimizedtruetree,-121027.2664,872,243798.5328,1766310.5328,246977.3625,0,463.3591424475,883.4430291994005
PF00579,poisson,inferredtree,-22198.1978,71,44538.3956,44569.3774,44822.1437,10,11.947025443299998,18.561132019499997
PF00579,r1,inferredtree,-20065.6688,72,40275.3377,40307.2890,40563.0822,0,0.0,29.4701168354
PF00579,r2,inferredtree,-20787.5123,72,41719.0246,41750.9760,42006.7692,6,7.175111396299999,23.179236065300003
PF00579,r3,inferredtree,-21472.2813,90,43124.5626,43177.2314,43484.2433,6,3.896053476599999,30.184952228800004
PF00579,r4,inferredtree,-22235.8069,72,44615.6138,44647.5652,44903.3584,10,5.253902783700001,26.559673105100003
PF00579,r5,inferredtree,-22968.6490,71,46079.2980,46110.2798,46363.0461,12,16.590449711299996,44.07633889050001
PF00579,poisson,optimizedtruetree,-22209.1429,71,44560.2857,44591.2676,44844.0338,0,11.042567946299998,18.6107154449
PF00579,r1,optimizedtruetree,-20065.6691,72,40275.3381,40307.2895,40563.0827,0,0.0,29.515276470399996
PF00579,r2,optimizedtruetree,-20791.3552,72,41726.7105,41758.6619,42014.4550,0,6.556626745800001,23.115355554200008
PF00579,r3,optimizedtruetree,-21475.4818,90,43130.9635,43183.6324,43490.6442,0,3.4543937108000007,30.304454024399995
PF00579,r4,optimizedtruetree,-22248.1810,72,44640.3619,44672.3133,44928.1065,0,4.2921077539,26.395759224499994
PF00579,r5,optimizedtruetree,-22987.3344,71,46116.6688,46147.6506,46400.4169,0,14.891856485499996,44.0488557305
PF00581,poisson,inferredtree,-12547.3138,93,25280.6276,25549.6122,25566.0357,46,23.091402218600006,34.2904996394
PF00581,r1,inferredtree,-11578.6063,94,23345.2126,23624.2751,23633.6896,0,0.0,48.26020756840001
PF00581,r2,inferredtree,-11862.3976,95,23914.7951,24204.3189,24206.3410,40,39.38633441700002,77.1777300476
PF00581,r3,inferredtree,-12188.7770,94,24565.5540,24844.6165,24854.0310,36,48.29041050599999,87.476839309
PF00581,r4,inferredtree,-12471.5893,94,25131.1787,25410.2412,25419.6557,50,52.0384179095,87.7112599137
PF00581,r5,inferredtree,-12796.4079,94,25780.8158,26059.8783,26069.2928,44,81.100317906,117.88613115540001
PF00581,poisson,optimizedtruetree,-12591.1475,93,25368.2951,25637.2797,25653.7032,0,14.556553503800004,35.1909711157
PF00581,r1,optimizedtruetree,-11578.6071,94,23345.2143,23624.2768,23633.6913,0,0.0,48.30882266529999
PF00581,r2,optimizedtruetree,-11871.9689,95,23933.9378,24223.4616,24225.4837,0,28.023475618400006,76.1718745803
PF00581,r3,optimizedtruetree,-12213.1241,94,24614.2481,24893.3106,24902.7251,0,38.728990412,85.80892667350004
PF00581,r4,optimizedtruetree,-12508.4818,94,25204.9636,25484.0261,25493.4406,0,42.49471158949999,89.11230841020001
PF00581,r5,optimizedtruetree,-12830.6519,94,25849.3037,26128.3662,26137.7807,0,74.33009309039998,121.18981136650001
PF00588,poisson,inferredtree,-44453.9443,283,89473.8886,250217.8886,90426.4598,162,38.63498851829999,81.35713884299999
PF00588,r1,inferredtree,-39448.6869,285,79467.3738,242487.3738,80426.6770,0,0.0,99.28934592029994
PF00588,r2,inferredtree,-40904.1136,303,82414.2272,266638.2272,83434.1180,104,22.167554393800007,103.1286273225001
PF00588,r3,inferredtree,-42492.7795,285,85555.5591,248575.5591,86514.8622,128,139.25217330699988,225.41253139570003
PF00588,r4,inferredtree,-43927.3515,302,88458.7030,271470.7030,89475.2278,154,40.45585350869997,119.31349636439998
PF00588,r5,inferredtree,-45416.0432,283,91398.0864,252142.0864,92350.6576,166,98.7796888913999,179.93121529670017
PF00588,poisson,optimizedtruetree,-44684.9704,283,89935.9407,250679.9407,90888.5120,0,21.039680303299992,83.07553369459994
PF00588,r1,optimizedtruetree,-39448.6869,285,79467.3738,242487.3738,80426.6769,0,0.0,99.28665591229998
PF00588,r2,optimizedtruetree,-40974.7326,303,82555.4652,266779.4652,83575.3560,0,10.286763675699994,104.36147295619992
PF00588,r3,optimizedtruetree,-42594.1752,285,85758.3505,248778.3505,86717.6537,0,134.58701493070006,233.36861573080017
PF00588,r4,optimizedtruetree,-44044.3201,302,88692.6403,271704.6403,89709.1651,0,24.4163218034,121.64360002089997
PF00588,r5,optimizedtruetree,-45647.3678,283,91860.7356,252604.7356,92813.3068,0,85.18421592280008,183.84358130690006
PF00611,poisson,inferredtree,-6992.5368,57,14099.0737,14213.0737,14256.0283,30,17.0541253618,22.3639872699
PF00611,r1,inferredtree,-6395.1200,58,12906.2401,13026.3103,13065.9483,0,0.0,34.16435990389999
PF00611,r2,inferredtree,-6551.0030,58,13218.0060,13338.0762,13377.7143,14,8.5041067042,38.31427327670001
PF00611,r3,inferredtree,-6610.6400,77,13375.2800,13691.3852,13587.3064,20,16.207192861000003,43.6242439383
PF00611,r4,inferredtree,-6798.5139,57,13711.0278,13825.0278,13867.9824,24,13.793353236800002,39.4854190737
PF00611,r5,inferredtree,-6942.9249,58,14001.8497,14121.9199,14161.5580,24,37.875924776799984,66.8805467957
PF00611,poisson,optimizedtruetree,-7011.9097,57,14137.8194,14251.8194,14294.7740,0,12.901226331300004,23.035904381099996
PF00611,r1,optimizedtruetree,-6395.1202,58,12906.2405,13026.3106,13065.9487,0,0.0,34.1936079264
PF00611,r2,optimizedtruetree,-6553.0573,58,13222.1146,13342.1848,13381.8229,0,5.833827057599998,38.472042662599996
PF00611,r3,optimizedtruetree,-6625.2923,77,13404.5845,13720.6898,13616.6110,0,11.9109218083,44.3710229309
PF00611,r4,optimizedtruetree,-6824.0331,57,13762.0663,13876.0663,13919.0209,0,9.243779720200001,40.7081564084
PF00611,r5,optimizedtruetree,-6963.7388,58,14043.4776,14163.5478,14203.1859,0,37.15865310889999,70.13780889350001
PF00622,poisson,inferredtree,-20112.0284,143,40510.0567,40939.0567,41007.7881,68,22.073119267800006,42.65971200999998
PF00622,r1,inferredtree,-18664.3290,164,37656.6580,38378.2580,38227.4828,0,0.0,56.05254499480003
PF00622,r2,inferredtree,-19174.3061,164,38676.6122,39398.2122,39247.4370,64,66.87849805150003,116.0540241609
PF00622,r3,inferredtree,-19774.8640,144,39837.7280,40277.3070,40338.9400,68,45.53048412230001,90.60080648409999
PF00622,r4,inferredtree,-20203.4929,143,40692.9857,41121.9857,41190.7171,50,24.212246350399994,72.44837447999998
PF00622,r5,inferredtree,-20804.4084,143,41894.8167,42323.8167,42392.5481,60,76.62177622109999,124.30627862070007
PF00622,poisson,optimizedtruetree,-20157.7045,143,40601.4090,41030.4090,41099.1403,0,13.616580031200002,43.2631686909
PF00622,r1,optimizedtruetree,-18664.3295,164,37656.6589,38378.2589,38227.4837,0,0.0,56.11065155790002
PF00622,r2,optimizedtruetree,-19196.0263,164,38720.0525,39441.6525,39290.8773,0,60.442988052300024,115.89607735680003
PF00622,r3,optimizedtruetree,-19814.0602,144,39916.1204,40355.6993,40417.3324,0,35.247233350099975,90.66883262520003
PF00622,r4,optimizedtruetree,-20235.8093,143,40757.6187,41186.6187,41255.3500,0,17.47129580830001,72.73348918480002
PF00622,r5,optimizedtruetree,-20873.2956,143,42032.5913,42461.5913,42530.3227,0,72.08073158060003,126.65797244950004
PF00656,poisson,inferredtree,-60624.6606,237,121723.3212,121983.8570,122791.8995,92,115.85184869090007,64.00421761580006
PF00656,r1,inferredtree,-54910.8067,238,110297.6135,110560.9561,111370.7005,0,0.0,169.31550573329994
PF00656,r2,inferredtree,-56905.7357,257,114325.4715,114646.5659,115484.2251,76,98.86465549629995,81.55808586680006
PF00656,r3,inferredtree,-59015.7007,238,118507.4013,118770.7439,119580.4884,80,187.6187421356,333.9090024891001
PF00656,r4,inferredtree,-61066.9729,238,122609.9457,122873.2883,123683.0328,84,79.88533257450004,108.80975552440013
PF00656,r5,inferredtree,-63128.8401,238,126733.6802,126997.0228,127806.7672,92,59.02997204770002,156.279809055
PF00656,poisson,optimizedtruetree,-60729.2826,237,121932.5653,122193.1011,123001.1436,0,104.06045174149997,65.16979651420004
PF00656,r1,optimizedtruetree,-54910.8073,238,110297.6146,110560.9572,111370.7017,0,0.0,169.1606334539
PF00656,r2,optimizedtruetree,-56942.3436,257,114398.6871,114719.7816,115557.4408,0,87.14566048580002,82.34085439769999
PF00656,r3,optimizedtruetree,-59084.1028,238,118644.2057,118907.5483,119717.2927,0,163.45562076170003,331.4763803704
PF00656,r4,optimizedtruetree,-61179.5282,238,122835.0564,123098.3990,123908.1435,0,61.58364698939999,110.23465894850005
PF00656,r5,optimizedtruetree,-63286.8710,238,127049.7421,127313.0847,128122.8291,0,35.1059687183,160.0576933874
PF00665,poisson,inferredtree,-79949.7688,479,160857.5377,620697.5377,162586.4747,198,42.79296986070001,135.46730527489996
PF00665,r1,inferredtree,-74158.6007,480,149277.2014,611037.2014,151009.7478,0,0.0,142.64373753719997
PF00665,r2,inferredtree,-76390.6255,500,153781.2510,654781.2510,155585.9869,140,84.91680832210011,212.27203037270021
PF00665,r3,inferredtree,-78954.7810,479,158867.5620,618707.5620,160596.4990,204,78.51308673689998,196.9455779505002
PF00665,r4,inferredtree,-81280.7627,479,163519.5254,623359.5254,165248.4624,186,113.84942019939983,235.3226667792
PF00665,r5,inferredtree,-83617.2927,480,168194.5854,629954.5854,169927.1319,226,262.59749425739994,379.3799148922003
PF00665,poisson,optimizedtruetree,-80127.0906,479,161212.1812,621052.1812,162941.1182,0,20.731942855900037,136.3699119820998
PF00665,r1,optimizedtruetree,-74158.6000,480,149277.2001,611037.2001,151009.7466,0,0.0,142.64198926160003
PF00665,r2,optimizedtruetree,-76454.0027,500,153908.0055,654908.0055,155712.7414,0,74.17529785769997,215.7956436819001
PF00665,r3,optimizedtruetree,-79091.3668,479,159140.7335,618980.7335,160869.6705,0,58.126195799699985,198.90166946770003
PF00665,r4,optimizedtruetree,-81482.2100,479,163922.4201,623762.4201,165651.3571,0,95.71410622490012,236.7012789716999
PF00665,r5,optimizedtruetree,-83902.1785,480,168764.3570,630524.3570,170496.9034,0,246.93182266969995,387.7294301995001
PF00673,poisson,inferredtree,-3273.5616,39,6625.1232,6667.8629,6731.4913,18,4.2815731449,6.556761204199999
PF00673,r1,inferredtree,-2870.6557,41,5823.3113,5871.8184,5935.1342,0,0.0,9.518669701499999
PF00673,r2,inferredtree,-2940.1784,58,5996.3567,6123.0975,6154.5452,6,2.616652513,7.622515304099999
PF00673,r3,inferredtree,-3052.7795,58,6221.5590,6348.2997,6379.7475,10,2.5076035751999997,8.961181411300002
PF00673,r4,inferredtree,-3168.3307,58,6452.6615,6579.4022,6610.8500,12,2.6725902038,9.1382772771
PF00673,r5,inferredtree,-3347.6209,39,6773.2418,6815.9815,6879.6099,10,4.0103384416,12.653801190300003
PF00673,poisson,optimizedtruetree,-3281.4145,39,6640.8291,6683.5688,6747.1972,0,2.9794017844999994,6.669424620200001
PF00673,r1,optimizedtruetree,-2870.6559,41,5823.3119,5871.8189,5935.1348,0,0.0,9.5197214069
PF00673,r2,optimizedtruetree,-2942.7218,58,6001.4435,6128.1843,6159.6320,0,2.0438709169999996,7.694705235700001
PF00673,r3,optimizedtruetree,-3054.2000,58,6224.3999,6351.1407,6382.5884,0,1.2744895687999995,8.919532137100001
PF00673,r4,optimizedtruetree,-3179.7665,58,6475.5329,6602.2737,6633.7214,0,1.4023344770999995,9.008627790399999
PF00673,r5,optimizedtruetree,-3355.8484,39,6789.6968,6832.4365,6896.0649,0,3.2715668053,12.628489785200001
PF00680,poisson,inferredtree,-35199.5265,67,70533.0530,70547.4252,70838.1665,14,21.3744007216,18.9194379331
PF00680,r1,inferredtree,-32367.5889,69,64873.1779,64888.4627,65187.3993,0,0.0,39.471508758300004
PF00680,r2,inferredtree,-33395.0220,87,66964.0441,66988.9822,67360.2363,0,32.318368940199996,71.77856411070002
PF00680,r3,inferredtree,-34502.4278,87,69178.8556,69203.7937,69575.0478,2,6.024971558899998,38.91514430360001
PF00680,r4,inferredtree,-35518.8670,67,71171.7340,71186.1063,71476.8476,4,7.0118387324999985,37.22016141499999
PF00680,r5,inferredtree,-36752.1461,67,73638.2922,73652.6645,73943.4058,6,17.426207777400005,54.80866441150001
PF00680,poisson,optimizedtruetree,-35223.9058,67,70581.8115,70596.1838,70886.9251,0,20.546863858400002,18.946783770400003
PF00680,r1,optimizedtruetree,-32367.5890,69,64873.1779,64888.4627,65187.3993,0,0.0,39.4663562936
PF00680,r2,optimizedtruetree,-33395.0218,87,66964.0437,66988.9818,67360.2359,0,32.249355830499994,71.7043092339
PF00680,r3,optimizedtruetree,-34502.8461,87,69179.6923,69204.6304,69575.8845,0,4.7975415003,39.098122985099984
PF00680,r4,optimizedtruetree,-35521.0600,67,71176.1200,71190.4923,71481.2336,0,5.6654942015,37.3223639165
PF00680,r5,optimizedtruetree,-36757.4142,67,73648.8285,73663.2007,73953.9420,0,16.8184905578,55.06365743760001
PF00690,poisson,inferredtree,-22759.6950,301,46121.3900,227925.3900,46925.9115,168,58.90036677449998,70.45669681319998
PF00690,r1,inferredtree,-20198.9687,302,41001.9374,224013.9374,41809.1317,0,0.0,108.7919442457
PF00690,r2,inferredtree,-20954.0911,303,42514.1822,226738.1822,43324.0494,140,91.9216874002,183.03117501890006
PF00690,r3,inferredtree,-21769.2490,302,44142.4979,227154.4979,44949.6922,150,39.560899629899986,96.81837561119997
PF00690,r4,inferredtree,-22528.6191,301,45659.2381,227463.2381,46463.7596,170,50.41367338990003,121.4598247564
PF00690,r5,inferredtree,-23270.5292,302,47145.0584,230157.0584,47952.2527,174,89.47685094309993,171.61834877099986
PF00690,poisson,optimizedtruetree,-22916.9638,301,46435.9277,228239.9277,47240.4492,0,39.84017325269999,72.5348823374
PF00690,r1,optimizedtruetree,-20198.9695,302,41001.9390,224013.9390,41809.1333,0,0.0,108.62653921830002
PF00690,r2,optimizedtruetree,-21020.7898,303,42647.5796,226871.5796,43457.4468,0,82.49854020950008,188.78135943720002
PF00690,r3,optimizedtruetree,-21860.2581,302,44324.5161,227336.5161,45131.7105,0,18.211489482600008,96.0161111591
PF00690,r4,optimizedtruetree,-22667.1536,301,45936.3073,227740.3073,46740.8288,0,18.248746326499987,120.37394435119997
PF00690,r5,optimizedtruetree,-23440.2718,302,47484.5437,230496.5437,48291.7380,0,67.79593772980002,173.56401500870004
PF00717,poisson,inferredtree,-30814.5623,463,62555.1246,492219.1246,63893.3563,248,49.911159350800034,106.12307779910016
PF00717,r1,inferredtree,-27555.1534,464,56038.3068,487558.3068,57379.4287,0,0.0,106.87304898090005
PF00717,r2,inferredtree,-28716.7295,463,58359.4590,488023.4590,59697.6906,188,42.23343373369999,125.12961321119998
PF00717,r3,inferredtree,-29741.0580,465,60412.1160,493792.1160,61756.1283,256,150.94224632310005,230.28512453579978
PF00717,r4,inferredtree,-30782.7221,464,62493.4442,494013.4442,63834.5662,246,110.8260755897,191.66794600999992
PF00717,r5,inferredtree,-32083.2694,464,65094.5387,496614.5387,66435.6607,264,156.39872919299998,236.9031575607003
PF00717,poisson,optimizedtruetree,-30897.1198,463,62720.2397,492384.2397,64058.4713,0,18.262181031199987,107.64346239200005
PF00717,r1,optimizedtruetree,-27555.1537,464,56038.3075,487558.3075,57379.4295,0,0.0,106.87909237540003
PF00717,r2,optimizedtruetree,-28752.9839,463,58431.9678,488095.9678,59770.1995,0,20.654155657600004,125.71824074079993
PF00717,r3,optimizedtruetree,-29892.0972,465,60714.1945,494094.1945,62058.2068,0,126.35290104810011,231.13914075649996
PF00717,r4,optimizedtruetree,-30977.3007,464,62882.6014,494402.6014,64223.7234,0,86.15415741139996,190.75593678820005
PF00717,r5,optimizedtruetree,-32299.6020,464,65527.2039,497047.2039,66868.3259,0,136.12190268669994,239.18419901650003
PF00733,poisson,inferredtree,-59745.5280,203,119897.0561,120186.6505,120748.5203,90,59.95783529659997,59.7755505616
PF00733,r1,inferredtree,-54064.9694,224,108577.9389,108958.3162,109517.4857,0,0.0,107.99050733779998
PF00733,r2,inferredtree,-56142.9842,222,112729.9684,113100.7998,113661.1263,80,40.953979170900006,82.53993588469997
PF00733,r3,inferredtree,-58296.2342,204,117000.4683,117293.9420,117856.1270,86,257.75860552329993,350.62651400729993
PF00733,r4,inferredtree,-60264.1581,203,120934.3162,121223.9106,121785.7805,88,45.635320509000024,123.34974601820001
PF00733,r5,inferredtree,-62453.4466,203,125312.8933,125602.4877,126164.3576,108,104.24406808470002,191.88451680490004
PF00733,poisson,optimizedtruetree,-59904.8831,203,120215.7662,120505.3606,121067.2305,0,47.939966064200014,61.89432102919997
PF00733,r1,optimizedtruetree,-54064.9695,224,108577.9390,108958.3164,109517.4858,0,0.0,108.02704215599995
