name,model,boot,in_true
PF00571,m4,72,FALSE
PF00571,m4,99,TRUE
PF00571,m4,100,TRUE
PF00571,m4,100,TRUE
PF00571,m4,94,FALSE
PF00571,m4,73,FALSE
PF00571,m4,62,FALSE
PF00571,m4,74,FALSE
PF00571,m4,100,TRUE
PF00571,m4,99,FALSE
PF00571,m4,100,TRUE
PF00571,m4,99,FALSE
PF00571,m4,98,FALSE
PF00571,m4,100,TRUE
PF00571,m4,99,TRUE
PF00571,m4,70,FALSE
PF00571,m4,94,FALSE
PF00571,m4,95,TRUE
PF00571,m4,73,FALSE
PF00571,m4,91,FALSE
PF00571,m4,69,FALSE
PF00571,m4,100,TRUE
PF00571,m4,92,TRUE
PF00571,m4,54,FALSE
PF00571,m4,97,FALSE
PF00571,m4,97,FALSE
PF00571,m4,98,FALSE
PF00571,m4,100,TRUE
PF00571,m4,91,FALSE
PF00571,m4,88,FALSE
PF00571,m4,100,TRUE
PF00571,m4,69,FALSE
PF00571,m4,74,FALSE
PF00571,m4,72,FALSE
PF00571,m4,42,FALSE
PF00571,m4,89,TRUE
PF00571,m4,100,TRUE
PF00571,m4,73,FALSE
PF00571,m4,73,FALSE
PF00571,m4,69,TRUE
PF00571,m4,83,FALSE
PF00571,m4,81,FALSE
PF00571,m4,79,TRUE
PF00571,m4,86,FALSE
PF00571,m4,76,FALSE
PF00571,m4,76,FALSE
PF00571,m4,100,TRUE
PF00571,m4,96,TRUE
PF00571,m4,83,FALSE
PF00571,m4,73,FALSE
PF00571,m4,90,FALSE
PF00571,m4,99,TRUE
PF00571,m4,98,FALSE
PF00571,m4,89,FALSE
PF00571,m4,85,FALSE
PF00571,m4,99,FALSE
PF00571,m4,99,FALSE
PF00571,m4,82,FALSE
PF00571,m4,100,TRUE
PF00571,m4,100,TRUE
PF00571,m4,96,FALSE
PF00571,m4,100,FALSE
PF00571,m4,92,FALSE
PF00571,m4,78,FALSE
PF00571,m4,88,FALSE
PF00571,m4,78,FALSE
PF00571,m4,96,FALSE
PF00571,m4,91,FALSE
PF00571,m4,70,FALSE
PF00571,m4,100,TRUE
PF00571,m4,85,FALSE
PF00571,m4,100,FALSE
PF00571,m4,69,FALSE
PF00571,m4,60,FALSE
PF00571,m4,92,FALSE
PF00571,m4,74,FALSE
PF00571,m4,35,FALSE
PF00571,m4,100,TRUE
PF00571,m4,100,FALSE
PF00571,m4,100,FALSE
PF00571,m4,99,FALSE
PF00571,m4,89,TRUE
PF00571,m4,70,FALSE
PF00571,m4,99,FALSE
PF00571,m4,99,FALSE
PF00571,m4,99,TRUE
PF00571,m4,80,FALSE
PF00571,m4,50,FALSE
PF00571,m4,60,FALSE
PF00571,m4,86,FALSE
PF00571,m4,81,FALSE
PF00571,m4,100,TRUE
PF00571,m4,81,FALSE
PF00571,m4,100,FALSE
PF00571,m4,77,FALSE
PF00571,m4,98,FALSE
PF00571,m4,100,TRUE
PF00571,m4,74,FALSE
PF00571,m4,70,FALSE
PF00571,m4,98,FALSE
PF00571,m4,64,FALSE
PF00571,m4,71,FALSE
PF00571,m4,99,FALSE
PF00571,m4,94,FALSE
PF00571,m4,83,FALSE
PF00571,m4,80,FALSE
PF00571,m4,80,FALSE
PF00571,m4,37,FALSE
PF00571,m4,99,FALSE
PF00571,m4,98,FALSE
PF00571,m4,100,TRUE
PF00571,m4,97,FALSE
PF00571,m4,100,FALSE
PF00571,m4,96,FALSE
PF00571,m4,92,FALSE
PF00571,m4,100,TRUE
PF00571,m4,55,FALSE
PF00571,m4,50,FALSE
PF00571,m4,99,TRUE
PF00571,m4,98,TRUE
PF00571,m4,69,TRUE
PF00571,m4,54,FALSE
PF00571,m4,95,FALSE
PF00571,m4,60,FALSE
PF00571,m4,90,FALSE
PF00571,m4,92,TRUE
PF00571,m4,97,FALSE
PF00571,m4,94,FALSE
PF00571,m4,99,TRUE
PF00571,m4,96,FALSE
PF00571,m4,94,FALSE
PF00571,m4,95,FALSE
PF00571,m4,91,FALSE
PF00571,m4,87,FALSE
PF00571,m4,92,FALSE
PF00571,m4,98,TRUE
PF00571,m4,89,FALSE
PF00571,m4,86,FALSE
PF00571,m4,30,FALSE
PF00571,m4,42,FALSE
PF00571,m4,19,FALSE
PF00571,m4,66,FALSE
PF00571,m4,100,TRUE
PF00571,m4,98,TRUE
PF00571,m4,39,FALSE
PF00571,m4,90,FALSE
PF00571,m4,22,FALSE
PF00571,m4,11,FALSE
PF00571,m4,27,FALSE
PF00571,m4,54,FALSE
PF00571,m4,57,FALSE
PF00571,m4,57,FALSE
PF00571,m4,55,FALSE
PF00571,m4,100,TRUE
PF00571,m4,99,TRUE
PF00571,m4,81,FALSE
PF00571,m4,99,TRUE
PF00571,m4,90,TRUE
PF00571,m4,100,FALSE
PF00571,m4,98,FALSE
PF00571,m4,99,TRUE
PF00571,m4,94,FALSE
PF00571,m4,52,FALSE
PF00571,m4,53,FALSE
PF00571,m4,54,FALSE
PF00571,m4,88,FALSE
PF00571,m4,100,TRUE
PF00571,m4,92,FALSE
PF00571,m4,72,FALSE
PF00571,m4,75,FALSE
PF00571,m4,32,FALSE
PF00571,m4,99,FALSE
PF00571,m4,60,FALSE
PF00571,m4,20,FALSE
PF00571,m4,54,FALSE
PF00571,m4,43,FALSE
PF00571,m4,56,FALSE
PF00571,m4,92,FALSE
PF00571,m4,100,TRUE
PF00571,m4,100,TRUE
PF00571,m4,100,TRUE
PF00571,m4,100,TRUE
PF00571,m4,94,FALSE
PF00571,m4,100,TRUE
PF00571,m4,100,TRUE
PF00571,m4,93,FALSE
PF00571,m4,79,FALSE
PF00571,m4,100,TRUE
PF00571,m4,96,TRUE
PF00571,m4,91,FALSE
PF00571,m4,93,TRUE
PF00571,m4,99,TRUE
PF00571,m4,100,FALSE
PF00571,m4,44,FALSE
PF00571,m4,76,TRUE
PF00571,m4,65,FALSE
PF00571,m4,100,TRUE
PF00571,m4,93,FALSE
PF00571,m4,92,FALSE
PF00571,m4,90,FALSE
PF00571,m4,90,FALSE
PF00571,m4,97,TRUE
PF00571,m4,79,FALSE
PF00571,m4,51,FALSE
PF00571,m4,74,FALSE
PF00571,m4,74,FALSE
PF00571,m4,85,FALSE
PF00571,m4,86,FALSE
PF00571,m4,90,FALSE
PF00571,m4,81,FALSE
PF00571,m4,87,FALSE
PF00571,m4,100,TRUE
PF00571,m4,85,FALSE
PF00571,m4,67,FALSE
PF00571,m4,82,FALSE
PF00571,m4,92,FALSE
PF00571,m4,95,FALSE
PF00571,m4,59,FALSE
PF00571,m4,96,TRUE
PF00571,m4,58,FALSE
PF00571,m4,43,FALSE
PF00571,m4,96,TRUE
PF00571,m4,97,FALSE
PF00571,m4,84,FALSE
PF00571,m4,87,FALSE
PF00571,m4,80,FALSE
PF00571,m4,77,FALSE
PF00571,m4,84,FALSE
PF00571,m4,99,TRUE
PF00571,m4,94,FALSE
PF00571,m4,72,FALSE
PF00571,m4,59,FALSE
PF00571,m4,53,FALSE
PF00571,m4,91,FALSE
PF00571,m4,81,FALSE
PF00571,m4,58,FALSE
PF00571,m4,52,FALSE
PF00571,m4,62,TRUE
PF00571,m4,54,FALSE
PF00571,m4,86,FALSE
PF00571,m4,88,FALSE
PF00571,poisson,99,TRUE
PF00571,poisson,98,TRUE
PF00571,poisson,100,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,94,FALSE
PF00571,poisson,51,FALSE
PF00571,poisson,32,FALSE
PF00571,poisson,92,FALSE
PF00571,poisson,87,FALSE
PF00571,poisson,49,FALSE
PF00571,poisson,51,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,89,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,80,FALSE
PF00571,poisson,99,TRUE
PF00571,poisson,96,FALSE
PF00571,poisson,98,TRUE
PF00571,poisson,49,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,41,TRUE
PF00571,poisson,37,FALSE
PF00571,poisson,51,FALSE
PF00571,poisson,15,FALSE
PF00571,poisson,42,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,70,FALSE
PF00571,poisson,96,TRUE
PF00571,poisson,66,FALSE
PF00571,poisson,48,FALSE
PF00571,poisson,52,FALSE
PF00571,poisson,83,FALSE
PF00571,poisson,54,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,52,FALSE
PF00571,poisson,87,FALSE
PF00571,poisson,94,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,42,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,39,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,82,FALSE
PF00571,poisson,79,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,77,FALSE
PF00571,poisson,80,FALSE
PF00571,poisson,90,FALSE
PF00571,poisson,68,FALSE
PF00571,poisson,72,FALSE
PF00571,poisson,67,FALSE
PF00571,poisson,18,FALSE
PF00571,poisson,93,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,69,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,100,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,70,FALSE
PF00571,poisson,92,FALSE
PF00571,poisson,67,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,72,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,63,FALSE
PF00571,poisson,64,FALSE
PF00571,poisson,98,TRUE
PF00571,poisson,57,FALSE
PF00571,poisson,51,FALSE
PF00571,poisson,52,FALSE
PF00571,poisson,74,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,63,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,56,FALSE
PF00571,poisson,73,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,92,FALSE
PF00571,poisson,90,FALSE
PF00571,poisson,89,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,99,TRUE
PF00571,poisson,82,FALSE
PF00571,poisson,77,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,86,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,92,FALSE
PF00571,poisson,74,TRUE
PF00571,poisson,99,FALSE
PF00571,poisson,95,TRUE
PF00571,poisson,92,FALSE
PF00571,poisson,71,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,65,FALSE
PF00571,poisson,58,FALSE
PF00571,poisson,65,TRUE
PF00571,poisson,58,FALSE
PF00571,poisson,66,FALSE
PF00571,poisson,60,FALSE
PF00571,poisson,66,FALSE
PF00571,poisson,72,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,93,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,90,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,95,TRUE
PF00571,poisson,81,FALSE
PF00571,poisson,99,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,79,FALSE
PF00571,poisson,44,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,67,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,97,FALSE
PF00571,poisson,55,FALSE
PF00571,poisson,44,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,41,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,94,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,99,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,92,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,94,TRUE
PF00571,poisson,98,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,75,FALSE
PF00571,poisson,71,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,89,FALSE
PF00571,poisson,57,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,57,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,55,FALSE
PF00571,poisson,69,TRUE
PF00571,poisson,45,FALSE
PF00571,poisson,55,FALSE
PF00571,poisson,74,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,92,TRUE
PF00571,poisson,76,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,49,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,65,FALSE
PF00571,poisson,53,TRUE
PF00571,poisson,9,FALSE
PF00571,poisson,46,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,54,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,76,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,89,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,72,FALSE
PF00571,poisson,54,FALSE
PF00571,poisson,89,FALSE
PF00571,poisson,58,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,81,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,58,FALSE
PF00571,poisson,76,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,48,FALSE
PF00571,poisson,53,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,97,TRUE
PF00571,poisson,87,TRUE
PF00571,poisson,99,TRUE
PF00571,poisson,100,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,47,FALSE
PF00571,poisson,56,FALSE
PF00571,poisson,81,FALSE
PF00571,poisson,80,FALSE
PF00571,poisson,90,FALSE
PF00571,poisson,84,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,88,TRUE
PF00571,poisson,90,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,83,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,99,FALSE
PF00571,poisson,81,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,59,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,66,TRUE
PF00571,poisson,98,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,48,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,78,FALSE
PF00571,poisson,73,FALSE
PF00571,poisson,65,FALSE
PF00571,poisson,20,FALSE
PF00571,poisson,44,FALSE
PF00571,poisson,77,FALSE
PF00571,poisson,47,FALSE
PF00571,poisson,39,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,79,FALSE
PF00571,poisson,67,FALSE
PF00571,poisson,63,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,84,FALSE
PF00571,poisson,99,TRUE
PF00571,poisson,83,FALSE
PF00571,poisson,82,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,94,FALSE
PF00571,poisson,47,FALSE
PF00571,poisson,83,FALSE
PF00571,poisson,51,FALSE
PF00571,poisson,47,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,74,FALSE
PF00571,poisson,68,FALSE
PF00571,poisson,67,TRUE
PF00571,poisson,71,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,55,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,89,FALSE
PF00571,poisson,93,TRUE
PF00571,poisson,94,FALSE
PF00571,poisson,67,FALSE
PF00571,poisson,63,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,92,FALSE
PF00571,poisson,63,FALSE
PF00571,poisson,37,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,38,FALSE
PF00571,poisson,38,FALSE
PF00571,poisson,99,TRUE
PF00571,poisson,87,FALSE
PF00571,poisson,94,FALSE
PF00571,poisson,51,TRUE
PF00571,poisson,99,TRUE
PF00571,poisson,94,FALSE
PF00571,poisson,55,FALSE
PF00571,poisson,49,FALSE
PF00571,poisson,77,FALSE
PF00571,poisson,42,FALSE
PF00571,poisson,93,TRUE
PF00571,poisson,75,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,44,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,99,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,99,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,71,TRUE
PF00571,poisson,89,FALSE
PF00571,poisson,90,FALSE
PF00571,poisson,84,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,87,TRUE
PF00571,poisson,99,TRUE
PF00571,poisson,99,TRUE
PF00571,poisson,62,FALSE
PF00571,poisson,93,FALSE
PF00571,poisson,89,FALSE
PF00571,poisson,79,FALSE
PF00571,poisson,86,FALSE
PF00571,poisson,71,FALSE
PF00571,poisson,27,FALSE
PF00571,poisson,33,FALSE
PF00571,poisson,70,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,57,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,90,TRUE
PF00571,poisson,55,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,87,TRUE
PF00571,poisson,84,TRUE
PF00571,poisson,96,TRUE
PF00571,poisson,85,FALSE
PF00571,poisson,94,FALSE
PF00571,poisson,94,TRUE
PF00571,poisson,100,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,80,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,50,FALSE
PF00571,poisson,64,FALSE
PF00571,poisson,93,FALSE
PF00571,poisson,45,FALSE
PF00571,poisson,48,FALSE
PF00571,poisson,48,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,91,FALSE
PF00571,poisson,55,FALSE
PF00571,poisson,96,FALSE
PF00571,poisson,28,FALSE
PF00571,poisson,64,FALSE
PF00571,poisson,99,FALSE
PF00571,poisson,81,TRUE
PF00571,poisson,97,FALSE
PF00571,poisson,24,FALSE
PF00571,poisson,38,FALSE
PF00571,poisson,36,FALSE
PF00571,poisson,73,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,98,FALSE
PF00571,poisson,80,FALSE
PF00571,poisson,61,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,91,FALSE
PF00571,poisson,53,FALSE
PF00571,poisson,85,FALSE
PF00571,poisson,98,TRUE
PF00571,poisson,88,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,100,TRUE
PF00571,poisson,55,FALSE
PF00571,poisson,90,TRUE
PF00571,poisson,66,FALSE
PF00571,poisson,78,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,95,FALSE
PF00571,poisson,60,FALSE
PF00571,poisson,97,FALSE
PF00571,poisson,88,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,100,FALSE
PF00571,poisson,90,FALSE
PF00571,poisson,84,FALSE
PF00571,poisson,98,FALSE
PF00571,poisson,81,FALSE
PF00571,poisson,61,FALSE
PF00571,poisson,44,FALSE
PF00571,poisson,44,FALSE
PF00571,poisson,93,FALSE
PF00571,poisson,72,FALSE
PF00571,poisson,23,FALSE
PF00571,poisson,39,FALSE
PF00571,poisson,45,TRUE
PF00571,poisson,40,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,39,FALSE
PF00571,poisson,53,FALSE
PF00571,poisson,30,FALSE
PF00571,poisson,43,FALSE
PF00571,poisson,100,TRUE
PF00571,poisson,98,FALSE
PF00571,poisson,46,FALSE
PF00571,poisson,47,FALSE
PF00571,m5,97,FALSE
PF00571,m5,83,TRUE
PF00571,m5,98,TRUE
PF00571,m5,80,TRUE
PF00571,m5,100,TRUE
PF00571,m5,55,FALSE
PF00571,m5,23,FALSE
PF00571,m5,94,TRUE
PF00571,m5,92,FALSE
PF00571,m5,58,FALSE
PF00571,m5,48,FALSE
PF00571,m5,91,FALSE
PF00571,m5,95,TRUE
PF00571,m5,89,TRUE
PF00571,m5,52,FALSE
PF00571,m5,51,FALSE
PF00571,m5,18,FALSE
PF00571,m5,100,FALSE
PF00571,m5,96,FALSE
PF00571,m5,92,FALSE
PF00571,m5,25,FALSE
PF00571,m5,2,FALSE
PF00571,m5,38,FALSE
PF00571,m5,14,FALSE
PF00571,m5,99,FALSE
PF00571,m5,100,FALSE
PF00571,m5,79,FALSE
PF00571,m5,37,FALSE
PF00571,m5,41,FALSE
PF00571,m5,87,FALSE
PF00571,m5,100,TRUE
PF00571,m5,75,TRUE
PF00571,m5,96,FALSE
PF00571,m5,95,FALSE
PF00571,m5,77,FALSE
PF00571,m5,84,FALSE
PF00571,m5,59,FALSE
PF00571,m5,72,FALSE
PF00571,m5,82,FALSE
PF00571,m5,21,FALSE
PF00571,m5,84,FALSE
PF00571,m5,84,TRUE
PF00571,m5,100,FALSE
PF00571,m5,94,TRUE
PF00571,m5,73,FALSE
PF00571,m5,60,FALSE
PF00571,m5,81,FALSE
PF00571,m5,87,FALSE
PF00571,m5,99,TRUE
PF00571,m5,96,FALSE
PF00571,m5,96,FALSE
PF00571,m5,97,TRUE
PF00571,m5,99,FALSE
PF00571,m5,80,FALSE
PF00571,m5,41,FALSE
PF00571,m5,59,FALSE
PF00571,m5,82,FALSE
PF00571,m5,100,FALSE
PF00571,m5,98,FALSE
PF00571,m5,50,FALSE
PF00571,m5,49,FALSE
PF00571,m5,46,FALSE
PF00571,m5,82,FALSE
PF00571,m5,99,FALSE
PF00571,m5,100,FALSE
PF00571,m5,97,FALSE
PF00571,m5,100,TRUE
PF00571,m5,98,FALSE
PF00571,m5,59,FALSE
PF00571,m5,100,TRUE
PF00571,m5,100,FALSE
PF00571,m5,100,TRUE
PF00571,m5,97,FALSE
PF00571,m5,64,FALSE
PF00571,m5,63,FALSE
PF00571,m5,61,FALSE
PF00571,m5,96,TRUE
PF00571,m5,46,FALSE
PF00571,m5,87,TRUE
PF00571,m5,99,TRUE
PF00571,m5,62,FALSE
PF00571,m5,98,FALSE
PF00571,m5,97,FALSE
PF00571,m5,100,TRUE
PF00571,m5,94,FALSE
PF00571,m5,67,FALSE
PF00571,m5,71,FALSE
PF00571,m5,99,FALSE
PF00571,m5,81,FALSE
PF00571,m5,100,TRUE
PF00571,m5,98,TRUE
PF00571,m5,92,FALSE
PF00571,m5,92,FALSE
PF00571,m5,100,FALSE
PF00571,m5,73,TRUE
PF00571,m5,87,FALSE
PF00571,m5,92,FALSE
PF00571,m5,95,FALSE
PF00571,m5,98,FALSE
PF00571,m5,99,FALSE
PF00571,m5,55,FALSE
PF00571,m5,90,FALSE
PF00571,m5,92,FALSE
PF00571,m5,69,FALSE
PF00571,m5,100,FALSE
PF00571,m5,55,FALSE
PF00571,m5,93,FALSE
PF00571,m5,61,FALSE
PF00571,m5,95,FALSE
PF00571,m5,90,FALSE
PF00571,m5,84,FALSE
PF00571,m5,63,FALSE
PF00571,m5,35,FALSE
PF00571,m5,100,TRUE
PF00571,m5,99,TRUE
PF00571,m5,70,FALSE
PF00571,m5,52,FALSE
PF00571,m5,62,FALSE
PF00571,m5,41,FALSE
PF00571,m5,88,TRUE
PF00571,m5,88,FALSE
PF00571,m5,56,FALSE
PF00571,m5,25,FALSE
PF00571,m5,52,FALSE
PF00571,m5,55,FALSE
PF00571,m5,73,FALSE
PF00571,m5,100,TRUE
PF00571,m5,87,FALSE
PF00571,m5,56,FALSE
PF00571,m5,26,FALSE
PF00571,m5,75,FALSE
PF00571,m5,99,TRUE
PF00571,m5,99,TRUE
PF00571,m5,91,FALSE
PF00571,m5,69,FALSE
PF00571,m5,94,FALSE
PF00571,m5,92,FALSE
PF00571,m5,30,FALSE
PF00571,m5,100,FALSE
PF00571,m5,99,FALSE
PF00571,m5,92,FALSE
PF00571,m5,91,TRUE
PF00571,m5,100,TRUE
PF00571,m5,86,FALSE
PF00571,m5,44,FALSE
PF00571,m5,85,FALSE
PF00571,m5,100,TRUE
PF00571,m5,68,FALSE
PF00571,m5,46,FALSE
PF00571,m5,94,FALSE
PF00571,m5,89,FALSE
PF00571,m5,46,FALSE
PF00571,m5,99,TRUE
PF00571,m5,98,TRUE
PF00571,m5,77,FALSE
PF00571,m5,96,FALSE
PF00571,m5,88,FALSE
PF00571,m5,66,FALSE
PF00571,m5,91,FALSE
PF00571,m5,91,TRUE
PF00571,m5,53,FALSE
PF00571,m5,93,FALSE
PF00571,m5,100,TRUE
PF00571,m5,99,FALSE
PF00571,m5,49,FALSE
PF00571,m5,91,TRUE
PF00571,m5,95,FALSE
PF00571,m5,70,FALSE
PF00571,m5,40,FALSE
PF00571,m5,50,FALSE
PF00571,m5,50,FALSE
PF00571,m5,69,FALSE
PF00571,m5,77,FALSE
PF00571,m5,41,FALSE
PF00571,m5,39,FALSE
PF00571,m5,100,TRUE
PF00571,m5,100,TRUE
PF00571,m5,74,FALSE
PF00571,m5,76,FALSE
PF00571,m5,76,FALSE
PF00571,m5,100,FALSE
PF00571,m5,78,FALSE
PF00571,m5,37,FALSE
PF00571,m5,97,FALSE
PF00571,m5,60,FALSE
PF00571,m5,99,TRUE
PF00571,m5,95,FALSE
PF00571,m5,18,FALSE
PF00571,m5,43,FALSE
PF00571,m5,50,FALSE
PF00571,m5,83,FALSE
PF00571,m5,99,FALSE
PF00571,m5,94,TRUE
PF00571,m5,97,TRUE
PF00571,m5,73,FALSE
PF00571,m5,98,TRUE
PF00571,m5,85,TRUE
PF00571,m5,50,FALSE
PF00571,m5,20,FALSE
PF00571,m5,54,FALSE
PF00571,m5,61,FALSE
PF00571,m5,52,FALSE
PF00571,m5,41,FALSE
PF00571,m5,36,FALSE
PF00571,m5,7,FALSE
PF00571,m5,97,TRUE
PF00571,m5,93,FALSE
PF00571,m5,69,FALSE
PF00571,m5,66,FALSE
PF00571,m5,84,FALSE
PF00571,m5,53,FALSE
PF00571,m5,15,FALSE
PF00571,m5,25,FALSE
PF00571,m5,52,FALSE
PF00571,m5,69,FALSE
PF00571,m5,72,FALSE
PF00571,m5,85,FALSE
PF00571,m5,89,FALSE
PF00571,m5,93,FALSE
PF00571,m5,98,TRUE
PF00571,m5,47,FALSE
PF00571,m5,80,FALSE
PF00571,m5,98,TRUE
PF00571,m5,67,FALSE
PF00571,m5,82,FALSE
PF00571,m5,50,FALSE
PF00571,m5,36,FALSE
PF00571,m5,95,FALSE
