name,tree,repl,model,logl,df,aic,aicc,bic
PF04607,NA,NA,JTT+G4,17537.416,216,35506.832,129250.832,36204.752
PF04607,NA,NA,JTT+I+G4,17530.489,217,35494.978,130106.978,36196.129
PF04607,NA,NA,JTT+F,18556.348,234,37580.696,147560.696,38336.776
PF04607,NA,NA,JTT+F+I,18475.656,235,37421.312,148341.312,38180.623
PF04607,NA,NA,JTT+F+G4,17496.517,235,35463.034,146383.034,36222.345
PF04607,NA,NA,JTT+F+I+G4,17489.262,236,35450.523,147314.523,36213.065
PF04607,NA,NA,WAG,18356.566,215,37143.132,130023.132,37837.820
PF04607,NA,NA,WAG+I,18276.366,216,36984.732,130728.732,37682.651
PF04607,NA,NA,WAG+G4,17385.732,216,35203.465,128947.465,35901.384
PF04607,NA,NA,WAG+I+G4,17378.263,217,35190.526,129802.526,35891.676
PF04607,NA,NA,WAG+F,18334.900,234,37137.800,147117.800,37893.880
PF04607,NA,NA,WAG+F+I,18253.502,235,36977.003,147897.003,37736.314
PF04607,NA,NA,WAG+F+G4,17348.067,235,35166.134,146086.134,35925.444
PF04607,NA,NA,WAG+F+I+G4,17338.998,236,35149.997,147013.997,35912.538
PF04607,NA,NA,cpREV,18435.068,215,37300.137,130180.137,37994.825
PF04607,NA,NA,cpREV+I,18359.535,216,37151.070,130895.070,37848.990
PF04607,NA,NA,cpREV+G4,17409.196,216,35250.392,128994.392,35948.311
PF04607,NA,NA,cpREV+I+G4,17403.769,217,35241.538,129853.538,35942.689
PF04607,NA,NA,cpREV+F,18492.637,234,37453.274,147433.274,38209.354
PF04607,NA,NA,cpREV+F+I,18400.405,235,37270.809,148190.809,38030.120
PF04607,NA,NA,cpREV+F+G4,17426.806,235,35323.612,146243.612,36082.922
PF04607,NA,NA,cpREV+F+I+G4,17420.080,236,35312.159,147176.159,36074.701
PF04607,NA,NA,mtREV,19665.927,215,39761.854,132641.854,40456.542
PF04607,NA,NA,mtREV+I,19644.314,216,39720.628,133464.628,40418.547
PF04607,NA,NA,mtREV+G4,18374.372,216,37180.745,130924.745,37878.664
PF04607,NA,NA,mtREV+I+G4,18374.415,217,37182.830,131794.830,37883.981
PF04607,NA,NA,mtREV+F,18868.506,234,38205.012,148185.012,38961.092
PF04607,NA,NA,mtREV+F+I,18821.511,235,38113.022,149033.022,38872.333
PF04607,NA,NA,mtREV+F+G4,17666.596,235,35803.191,146723.191,36562.502
PF04607,NA,NA,mtREV+F+I+G4,17664.384,236,35800.767,147664.767,36563.309
PF04607,NA,NA,rtREV,18486.413,215,37402.826,130282.826,38097.514
PF04607,NA,NA,rtREV+I,18414.665,216,37261.330,131005.330,37959.249
PF04607,NA,NA,rtREV+G4,17401.739,216,35235.477,128979.477,35933.397
PF04607,NA,NA,rtREV+I+G4,17394.332,217,35222.663,129834.663,35923.814
PF04607,NA,NA,rtREV+F,18427.847,234,37323.694,147303.694,38079.774
PF04607,NA,NA,rtREV+F+I,18359.379,235,37188.757,148108.757,37948.068
PF04607,NA,NA,rtREV+F+G4,17354.104,235,35178.208,146098.208,35937.518
PF04607,NA,NA,rtREV+F+I+G4,17347.208,236,35166.417,147030.417,35928.959
PF04607,NA,NA,mtART,20103.076,215,40636.153,133516.153,41330.841
PF04607,NA,NA,mtART+I,20083.189,216,40598.378,134342.378,41296.298
PF04607,NA,NA,mtART+G4,18568.961,216,37569.922,131313.922,38267.841
PF04607,NA,NA,mtART+I+G4,18567.340,217,37568.681,132180.681,38269.831
PF04607,NA,NA,mtART+F,19084.454,234,38636.907,148616.907,39392.987
PF04607,NA,NA,mtART+F+I,19037.480,235,38544.960,149464.960,39304.271
PF04607,NA,NA,mtART+F+G4,17769.489,235,36008.978,146928.978,36768.288
PF04607,NA,NA,mtART+F+I+G4,17767.169,236,36006.339,147870.339,36768.880
PF04607,NA,NA,mtZOA,19517.652,215,39465.304,132345.304,40159.992
PF04607,NA,NA,mtZOA+I,19493.531,216,39419.061,133163.061,40116.981
PF04607,NA,NA,mtZOA+G4,18134.007,216,36700.013,130444.013,37397.933
PF04607,NA,NA,mtZOA+I+G4,18134.075,217,36702.150,131314.150,37403.300
PF04607,NA,NA,mtZOA+F,18756.198,234,37980.396,147960.396,38736.476
PF04607,NA,NA,mtZOA+F+I,18699.645,235,37869.290,148789.290,38628.601
PF04607,NA,NA,mtZOA+F+G4,17535.841,235,35541.683,146461.683,36300.993
PF04607,NA,NA,mtZOA+F+I+G4,17532.524,236,35537.048,147401.048,36299.590
PF04607,NA,NA,VT,18321.977,215,37073.953,129953.953,37768.641
PF04607,NA,NA,VT+I,18252.757,216,36937.514,130681.514,37635.433
PF04607,NA,NA,VT+G4,17395.676,216,35223.352,128967.352,35921.272
PF04607,NA,NA,VT+I+G4,17390.086,217,35214.172,129826.172,35915.322
PF04607,NA,NA,VT+F,18317.205,234,37102.410,147082.410,37858.489
PF04607,NA,NA,VT+F+I,18243.672,235,36957.345,147877.345,37716.655
PF04607,NA,NA,VT+F+G4,17390.991,235,35251.982,146171.982,36011.292
PF04607,NA,NA,VT+F+I+G4,17384.373,236,35240.746,147104.746,36003.287
PF04607,NA,NA,LG,18393.441,215,37216.881,130096.881,37911.570
PF04607,NA,NA,LG+I,18327.569,216,37087.137,130831.137,37785.057
PF04607,NA,NA,LG+G4,17287.735,216,35007.471,128751.471,35705.390
PF04607,NA,NA,LG+I+G4,17281.974,217,34997.947,129609.947,35699.098
PF04607,NA,NA,LG+F,18400.109,234,37268.217,147248.217,38024.297
PF04607,NA,NA,LG+F+I,18328.047,235,37126.094,148046.094,37885.404
PF04607,NA,NA,LG+F+G4,17296.904,235,35063.809,145983.809,35823.119
PF04607,NA,NA,LG+F+I+G4,17290.105,236,35052.211,146916.211,35814.753
PF04607,NA,NA,DCMut,18679.893,215,37789.786,130669.786,38484.474
PF04607,NA,NA,DCMut+I,18596.496,216,37624.992,131368.992,38322.911
PF04607,NA,NA,DCMut+G4,17659.410,216,35750.820,129494.820,36448.740
PF04607,NA,NA,DCMut+I+G4,17652.743,217,35739.487,130351.487,36440.637
PF04607,NA,NA,DCMut+F,18509.415,234,37486.830,147466.830,38242.909
PF04607,NA,NA,DCMut+F+I,18425.858,235,37321.716,148241.716,38081.027
PF04607,NA,NA,DCMut+F+G4,17492.218,235,35454.437,146374.437,36213.747
PF04607,NA,NA,DCMut+F+I+G4,17484.602,236,35441.204,147305.204,36203.745
PF04607,NA,NA,PMB,18333.049,215,37096.098,129976.098,37790.786
PF04607,NA,NA,PMB+I,18269.573,216,36971.146,130715.146,37669.066
PF04607,NA,NA,PMB+G4,17476.232,216,35384.463,129128.463,36082.383
PF04607,NA,NA,PMB+I+G4,17469.804,217,35373.608,129985.608,36074.759
PF04607,NA,NA,PMB+F,18318.997,234,37105.995,147085.995,37862.074
PF04607,NA,NA,PMB+F+I,18247.342,235,36964.684,147884.684,37723.995
PF04607,NA,NA,PMB+F+G4,17453.443,235,35376.886,146296.886,36136.197
PF04607,NA,NA,PMB+F+I+G4,17445.936,236,35363.873,147227.873,36126.414
PF04607,NA,NA,HIVb,19141.604,215,38713.208,131593.208,39407.897
PF04607,NA,NA,HIVb+I,19060.934,216,38553.868,132297.868,39251.787
PF04607,NA,NA,HIVb+G4,17861.237,216,36154.474,129898.474,36852.394
PF04607,NA,NA,HIVb+I+G4,17852.805,217,36139.609,130751.609,36840.760
PF04607,NA,NA,HIVb+F,19155.073,234,38778.147,148758.147,39534.226
PF04607,NA,NA,HIVb+F+I,19060.870,235,38591.739,149511.739,39351.050
PF04607,NA,NA,HIVb+F+G4,17867.233,235,36204.466,147124.466,36963.777
PF04607,NA,NA,HIVb+F+I+G4,17856.679,236,36185.358,148049.358,36947.899
PF04607,NA,NA,HIVw,20015.388,215,40460.776,133340.776,41155.464
PF04607,NA,NA,HIVw+I,19903.980,216,40239.959,133983.959,40937.879
PF04607,NA,NA,HIVw+G4,18592.998,216,37617.995,131361.995,38315.915
PF04607,NA,NA,HIVw+I+G4,18583.867,217,37601.733,132213.733,38302.884
PF04607,NA,NA,HIVw+F,19803.124,234,40074.247,150054.247,40830.327
PF04607,NA,NA,HIVw+F+I,19684.928,235,39839.856,150759.856,40599.166
PF04607,NA,NA,HIVw+F+G4,18426.718,235,37323.437,148243.437,38082.747
PF04607,NA,NA,HIVw+F+I+G4,18413.300,236,37298.600,149162.600,38061.142
PF04607,NA,NA,JTTDCMut,18592.432,215,37614.864,130494.864,38309.552
PF04607,NA,NA,JTTDCMut+I,18517.073,216,37466.147,131210.147,38164.066
PF04607,NA,NA,JTTDCMut+G4,17537.684,216,35507.367,129251.367,36205.287
PF04607,NA,NA,JTTDCMut+I+G4,17530.744,217,35495.488,130107.488,36196.638
PF04607,NA,NA,JTTDCMut+F,18558.610,234,37585.219,147565.219,38341.298
PF04607,NA,NA,JTTDCMut+F+I,18477.545,235,37425.090,148345.090,38184.401
PF04607,NA,NA,JTTDCMut+F+G4,17495.446,235,35460.893,146380.893,36220.203
PF04607,NA,NA,JTTDCMut+F+I+G4,17488.180,236,35448.360,147312.360,36210.902
PF04607,NA,NA,FLU,18989.779,215,38409.559,131289.559,39104.247
PF04607,NA,NA,FLU+I,18903.152,216,38238.304,131982.304,38936.223
PF04607,NA,NA,FLU+G4,17718.557,216,35869.115,129613.115,36567.034
PF04607,NA,NA,FLU+I+G4,17709.903,217,35853.807,130465.807,36554.957
PF04607,NA,NA,FLU+F,19029.636,234,38527.272,148507.272,39283.351
PF04607,NA,NA,FLU+F+I,18928.339,235,38326.678,149246.678,39085.989
PF04607,NA,NA,FLU+F+G4,17732.516,235,35935.033,146855.033,36694.343
PF04607,NA,NA,FLU+F+I+G4,17721.776,236,35915.551,147779.551,36678.093
PF04607,NA,NA,Blosum62,18337.922,215,37105.843,129985.843,37800.531
PF04607,NA,NA,Blosum62+I,18270.564,216,36973.127,130717.127,37671.047
PF04607,NA,NA,Blosum62+G4,17435.961,216,35303.922,129047.922,36001.842
PF04607,NA,NA,Blosum62+I+G4,17430.322,217,35294.645,129906.645,35995.796
PF04607,NA,NA,Blosum62+F,18366.588,234,37201.176,147181.176,37957.255
PF04607,NA,NA,Blosum62+F+I,18292.878,235,37055.756,147975.756,37815.066
PF04607,NA,NA,Blosum62+F+G4,17455.193,235,35380.386,146300.386,36139.697
PF04607,NA,NA,Blosum62+F+I+G4,17449.157,236,35370.313,147234.313,36132.855
PF04607,NA,NA,mtMet,19639.530,215,39709.060,132589.060,40403.748
PF04607,NA,NA,mtMet+I,19608.348,216,39648.696,133392.696,40346.615
PF04607,NA,NA,mtMet+G4,18343.267,216,37118.534,130862.534,37816.453
PF04607,NA,NA,mtMet+I+G4,18343.326,217,37120.652,131732.652,37821.802
PF04607,NA,NA,mtMet+F,18827.975,234,38123.950,148103.950,38880.030
PF04607,NA,NA,mtMet+F+I,18768.222,235,38006.444,148926.444,38765.754
PF04607,NA,NA,mtMet+F+G4,17641.106,235,35752.213,146672.213,36511.523
PF04607,NA,NA,mtMet+F+I+G4,17637.405,236,35746.810,147610.810,36509.352
PF04607,NA,NA,mtVer,20051.664,215,40533.329,133413.329,41228.017
PF04607,NA,NA,mtVer+I,20018.541,216,40469.081,134213.081,41167.001
PF04607,NA,NA,mtVer+G4,18612.215,216,37656.430,131400.430,38354.349
PF04607,NA,NA,mtVer+I+G4,18612.312,217,37658.624,132270.624,38359.774
PF04607,NA,NA,mtVer+F,19302.916,234,39073.832,149053.832,39829.911
PF04607,NA,NA,mtVer+F+I,19237.542,235,38945.084,149865.084,39704.395
PF04607,NA,NA,mtVer+F+G4,17962.063,235,36394.126,147314.126,37153.436
PF04607,NA,NA,mtVer+F+I+G4,17958.371,236,36388.742,148252.742,37151.283
PF04607,NA,NA,mtInv,19563.001,215,39556.001,132436.001,40250.690
PF04607,NA,NA,mtInv+I,19527.832,216,39487.665,133231.665,40185.584
PF04607,NA,NA,mtInv+G4,18389.409,216,37210.818,130954.818,37908.738
PF04607,NA,NA,mtInv+I+G4,18389.016,217,37212.032,131824.032,37913.182
PF04607,NA,NA,mtInv+F,18582.566,234,37633.133,147613.133,38389.212
PF04607,NA,NA,mtInv+F+I,18518.336,235,37506.672,148426.672,38265.983
PF04607,NA,NA,mtInv+F+G4,17503.834,235,35477.668,146397.668,36236.979
PF04607,NA,NA,mtInv+F+I+G4,17498.297,236,35468.594,147332.594,36231.136
PF07654,NA,NA,Dayhoff,12608.383,201,25618.766,106822.766,26152.212
PF07654,NA,NA,Dayhoff+I,12595.592,202,25595.184,107607.184,26131.284
PF07654,NA,NA,Dayhoff+G4,12406.774,202,25217.549,107229.549,25753.649
PF07654,NA,NA,Dayhoff+I+G4,12405.847,203,25217.694,108041.694,25756.448
PF07654,NA,NA,Dayhoff+F,12544.007,220,25528.015,122768.015,26111.886
PF07654,NA,NA,Dayhoff+F+I,12527.944,221,25497.888,123621.888,26084.413
PF07654,NA,NA,Dayhoff+F+G4,12315.283,221,25072.567,123196.567,25659.092
PF07654,NA,NA,Dayhoff+F+I+G4,12314.128,222,25072.257,124084.257,25661.436
PF07654,NA,NA,mtMAM,14108.927,201,28619.855,109823.855,29153.301
PF07654,NA,NA,mtMAM+I,14024.891,202,28453.782,110465.782,28989.882
PF07654,NA,NA,mtMAM+G4,13322.034,202,27048.069,109060.069,27584.169
PF07654,NA,NA,mtMAM+I+G4,13316.867,203,27039.735,109863.735,27578.489
PF07654,NA,NA,mtMAM+F,13344.409,220,27128.818,124368.818,27712.689
PF07654,NA,NA,mtMAM+F+I,13253.011,221,26948.022,125072.022,27534.548
PF07654,NA,NA,mtMAM+F+G4,12789.647,221,26021.294,124145.294,26607.819
PF07654,NA,NA,mtMAM+F+I+G4,12775.525,222,25995.050,125007.050,26584.229
PF07654,NA,NA,JTT,12547.060,201,25496.119,106700.119,26029.565
PF07654,NA,NA,JTT+I,12507.911,202,25419.821,107431.821,25955.921
PF07654,NA,NA,JTT+G4,12301.465,202,25006.930,107018.930,25543.030
PF07654,NA,NA,JTT+I+G4,12292.962,203,24991.924,107815.924,25530.678
PF07654,NA,NA,JTT+F,12525.465,220,25490.931,122730.931,26074.802
PF07654,NA,NA,JTT+F+I,12482.074,221,25406.148,123530.148,25992.673
PF07654,NA,NA,JTT+F+G4,12260.819,221,24963.638,123087.638,25550.163
PF07654,NA,NA,JTT+F+I+G4,12250.964,222,24945.927,123957.927,25535.106
PF07654,NA,NA,WAG,12412.477,201,25226.953,106430.953,25760.399
PF07654,NA,NA,WAG+I,12382.112,202,25168.223,107180.223,25704.323
PF07654,NA,NA,WAG+G4,12223.934,202,24851.868,106863.868,25387.968
PF07654,NA,NA,WAG+I+G4,12218.716,203,24843.433,107667.433,25382.187
PF07654,NA,NA,WAG+F,12394.744,220,25229.489,122469.489,25813.360
PF07654,NA,NA,WAG+F+I,12364.753,221,25171.505,123295.505,25758.031
PF07654,NA,NA,WAG+F+G4,12189.737,221,24821.474,122945.474,25407.999
PF07654,NA,NA,WAG+F+I+G4,12185.022,222,24814.044,123826.044,25403.224
PF07654,NA,NA,cpREV,12601.445,201,25604.890,106808.890,26138.336
PF07654,NA,NA,cpREV+I,12523.254,202,25450.508,107462.508,25986.608
PF07654,NA,NA,cpREV+G4,12379.687,202,25163.373,107175.373,25699.473
PF07654,NA,NA,cpREV+I+G4,12358.456,203,25122.911,107946.911,25661.665
PF07654,NA,NA,cpREV+F,12560.819,220,25561.639,122801.639,26145.510
PF07654,NA,NA,cpREV+F+I,12478.613,221,25399.227,123523.227,25985.752
PF07654,NA,NA,cpREV+F+G4,12327.472,221,25096.943,123220.943,25683.469
PF07654,NA,NA,cpREV+F+I+G4,12307.089,222,25058.177,124070.177,25647.356
PF07654,NA,NA,mtREV,13430.188,201,27262.375,108466.375,27795.821
PF07654,NA,NA,mtREV+I,13367.254,202,27138.509,109150.509,27674.609
PF07654,NA,NA,mtREV+G4,12984.456,202,26372.911,108384.911,26909.011
PF07654,NA,NA,mtREV+I+G4,12973.568,203,26353.135,109177.135,26891.889
PF07654,NA,NA,mtREV+F,12880.877,220,26201.755,123441.755,26785.626
PF07654,NA,NA,mtREV+F+I,12816.305,221,26074.609,124198.609,26661.135
PF07654,NA,NA,mtREV+F+G4,12552.538,221,25547.076,123671.076,26133.601
PF07654,NA,NA,mtREV+F+I+G4,12539.685,222,25523.369,124535.369,26112.549
PF07654,NA,NA,rtREV,12635.594,201,25673.189,106877.189,26206.635
PF07654,NA,NA,rtREV+I,12548.061,202,25500.122,107512.122,26036.222
PF07654,NA,NA,rtREV+G4,12363.138,202,25130.276,107142.276,25666.376
PF07654,NA,NA,rtREV+I+G4,12345.912,203,25097.824,107921.824,25636.578
PF07654,NA,NA,rtREV+F,12638.991,220,25717.981,122957.981,26301.853
PF07654,NA,NA,rtREV+F+I,12557.703,221,25557.406,123681.406,26143.932
PF07654,NA,NA,rtREV+F+G4,12358.302,221,25158.603,123282.603,25745.128
PF07654,NA,NA,rtREV+F+I+G4,12342.999,222,25129.999,124141.999,25719.178
PF07654,NA,NA,mtART,14117.732,201,28637.464,109841.464,29170.910
PF07654,NA,NA,mtART+I,13949.785,202,28303.571,110315.571,28839.671
PF07654,NA,NA,mtART+G4,13373.624,202,27151.248,109163.248,27687.348
PF07654,NA,NA,mtART+I+G4,13351.605,203,27109.211,109933.211,27647.965
PF07654,NA,NA,mtART+F,13373.471,220,27186.942,124426.942,27770.813
PF07654,NA,NA,mtART+F+I,13228.474,221,26898.949,125022.949,27485.474
PF07654,NA,NA,mtART+F+G4,12862.051,221,26166.103,124290.103,26752.628
PF07654,NA,NA,mtART+F+I+G4,12828.547,222,26101.095,125113.095,26690.274
PF07654,NA,NA,mtZOA,13631.126,201,27664.251,108868.251,28197.697
PF07654,NA,NA,mtZOA+I,13481.835,202,27367.670,109379.670,27903.770
PF07654,NA,NA,mtZOA+G4,13033.891,202,26471.782,108483.782,27007.882
PF07654,NA,NA,mtZOA+I+G4,13011.356,203,26428.712,109252.712,26967.466
PF07654,NA,NA,mtZOA+F,13051.999,220,26543.997,123783.997,27127.868
PF07654,NA,NA,mtZOA+F+I,12922.053,221,26286.106,124410.106,26872.631
PF07654,NA,NA,mtZOA+F+G4,12646.048,221,25734.096,123858.096,26320.621
PF07654,NA,NA,mtZOA+F+I+G4,12610.409,222,25664.818,124676.818,26253.997
PF07654,NA,NA,VT,12478.705,201,25359.410,106563.410,25892.856
PF07654,NA,NA,VT+I,12431.351,202,25266.701,107278.701,25802.801
PF07654,NA,NA,VT+G4,12265.536,202,24935.071,106947.071,25471.171
PF07654,NA,NA,VT+I+G4,12256.427,203,24918.855,107742.855,25457.609
PF07654,NA,NA,VT+F,12490.565,220,25421.130,122661.130,26005.002
PF07654,NA,NA,VT+F+I,12441.828,221,25325.656,123449.656,25912.181
PF07654,NA,NA,VT+F+G4,12269.903,221,24981.806,123105.806,25568.331
PF07654,NA,NA,VT+F+I+G4,12259.973,222,24963.946,123975.946,25553.125
PF07654,NA,NA,LG,12562.608,201,25527.216,106731.216,26060.662
PF07654,NA,NA,LG+I,12495.813,202,25395.627,107407.627,25931.727
PF07654,NA,NA,LG+G4,12288.652,202,24981.303,106993.303,25517.403
PF07654,NA,NA,LG+I+G4,12275.567,203,24957.134,107781.134,25495.888
PF07654,NA,NA,LG+F,12564.195,220,25568.391,122808.391,26152.262
PF07654,NA,NA,LG+F+I,12494.949,221,25431.898,123555.898,26018.423
PF07654,NA,NA,LG+F+G4,12276.325,221,24994.650,123118.650,25581.176
PF07654,NA,NA,LG+F+I+G4,12261.768,222,24967.536,123979.536,25556.715
PF07654,NA,NA,DCMut,12607.372,201,25616.743,106820.743,26150.189
PF07654,NA,NA,DCMut+I,12594.611,202,25593.223,107605.223,26129.323
PF07654,NA,NA,DCMut+G4,12406.216,202,25216.432,107228.432,25752.532
PF07654,NA,NA,DCMut+I+G4,12405.336,203,25216.672,108040.672,25755.426
PF07654,NA,NA,DCMut+F,12542.924,220,25525.847,122765.847,26109.718
PF07654,NA,NA,DCMut+F+I,12526.903,221,25495.807,123619.807,26082.332
PF07654,NA,NA,DCMut+F+G4,12314.775,221,25071.549,123195.549,25658.074
PF07654,NA,NA,DCMut+F+I+G4,12313.608,222,25071.217,124083.217,25660.396
PF07654,NA,NA,PMB,12589.342,201,25580.685,106784.685,26114.131
PF07654,NA,NA,PMB+I,12559.136,202,25522.272,107534.272,26058.372
PF07654,NA,NA,PMB+G4,12376.780,202,25157.559,107169.559,25693.659
PF07654,NA,NA,PMB+I+G4,12372.641,203,25151.282,107975.282,25690.036
PF07654,NA,NA,PMB+F,12547.212,220,25534.424,122774.424,26118.296
PF07654,NA,NA,PMB+F+I,12516.993,221,25475.986,123599.986,26062.511
PF07654,NA,NA,PMB+F+G4,12337.653,221,25117.307,123241.307,25703.832
PF07654,NA,NA,PMB+F+I+G4,12333.051,222,25110.102,124122.102,25699.282
PF07654,NA,NA,HIVb,12903.669,201,26209.337,107413.337,26742.783
PF07654,NA,NA,HIVb+I,12862.396,202,26128.793,108140.793,26664.893
PF07654,NA,NA,HIVb+G4,12584.804,202,25573.609,107585.609,26109.709
PF07654,NA,NA,HIVb+I+G4,12579.930,203,25565.860,108389.860,26104.614
PF07654,NA,NA,HIVb+F,12820.279,220,26080.558,123320.558,26664.429
PF07654,NA,NA,HIVb+F+I,12760.959,221,25963.918,124087.918,26550.443
PF07654,NA,NA,HIVb+F+G4,12456.310,221,25354.620,123478.620,25941.145
PF07654,NA,NA,HIVb+F+I+G4,12445.708,222,25335.416,124347.416,25924.596
PF07654,NA,NA,HIVw,13207.603,201,26817.206,108021.206,27350.652
PF07654,NA,NA,HIVw+I,13200.999,202,26805.997,108817.997,27342.097
PF07654,NA,NA,HIVw+G4,12948.867,202,26301.734,108313.734,26837.834
PF07654,NA,NA,HIVw+I+G4,12948.930,203,26303.859,109127.859,26842.613
PF07654,NA,NA,HIVw+F,12975.059,220,26390.118,123630.118,26973.989
PF07654,NA,NA,HIVw+F+I,12964.405,221,26370.809,124494.809,26957.334
PF07654,NA,NA,HIVw+F+G4,12685.621,221,25813.242,123937.242,26399.767
PF07654,NA,NA,HIVw+F+I+G4,12685.556,222,25815.113,124827.113,26404.292
PF07654,NA,NA,JTTDCMut,12541.941,201,25485.882,106689.882,26019.328
PF07654,NA,NA,JTTDCMut+I,12504.520,202,25413.040,107425.040,25949.140
PF07654,NA,NA,JTTDCMut+G4,12298.175,202,25000.350,107012.350,25536.450
PF07654,NA,NA,JTTDCMut+I+G4,12289.848,203,24985.695,107809.695,25524.449
PF07654,NA,NA,JTTDCMut+F,12522.216,220,25484.431,122724.431,26068.303
PF07654,NA,NA,JTTDCMut+F+I,12480.255,221,25402.509,123526.509,25989.035
PF07654,NA,NA,JTTDCMut+F+G4,12258.031,221,24958.062,123082.062,25544.588
PF07654,NA,NA,JTTDCMut+F+I+G4,12248.567,222,24941.134,123953.134,25530.314
PF07654,NA,NA,FLU,12636.009,201,25674.019,106878.019,26207.465
PF07654,NA,NA,FLU+I,12635.892,202,25675.784,107687.784,26211.884
PF07654,NA,NA,FLU+G4,12397.324,202,25198.647,107210.647,25734.747
PF07654,NA,NA,FLU+I+G4,12397.355,203,25200.711,108024.711,25739.465
PF07654,NA,NA,FLU+F,12491.860,220,25423.720,122663.720,26007.591
PF07654,NA,NA,FLU+F+I,12491.601,221,25425.202,123549.202,26011.727
PF07654,NA,NA,FLU+F+G4,12247.554,221,24937.108,123061.108,25523.633
PF07654,NA,NA,FLU+F+I+G4,12247.562,222,24939.125,123951.125,25528.304
PF07654,NA,NA,Blosum62,12587.335,201,25576.671,106780.671,26110.117
PF07654,NA,NA,Blosum62+I,12551.345,202,25506.689,107518.689,26042.789
PF07654,NA,NA,Blosum62+G4,12387.073,202,25178.145,107190.145,25714.245
PF07654,NA,NA,Blosum62+I+G4,12381.130,203,25168.260,107992.260,25707.014
PF07654,NA,NA,Blosum62+F,12534.018,220,25508.035,122748.035,26091.907
PF07654,NA,NA,Blosum62+F+I,12498.032,221,25438.064,123562.064,26024.589
PF07654,NA,NA,Blosum62+F+G4,12336.661,221,25115.322,123239.322,25701.847
PF07654,NA,NA,Blosum62+F+I+G4,12330.653,222,25105.307,124117.307,25694.486
PF07654,NA,NA,mtMet,13570.347,201,27542.694,108746.694,28076.140
PF07654,NA,NA,mtMet+I,13469.232,202,27342.463,109354.463,27878.563
PF07654,NA,NA,mtMet+G4,13038.318,202,26480.636,108492.636,27016.736
PF07654,NA,NA,mtMet+I+G4,13023.884,203,26453.769,109277.769,26992.522
PF07654,NA,NA,mtMet+F,12907.087,220,26254.173,123494.173,26838.045
PF07654,NA,NA,mtMet+F+I,12812.002,221,26066.005,124190.005,26652.530
PF07654,NA,NA,mtMet+F+G4,12545.134,221,25532.269,123656.269,26118.794
PF07654,NA,NA,mtMet+F+I+G4,12522.317,222,25488.635,124500.635,26077.814
PF07654,NA,NA,mtVer,13688.651,201,27779.303,108983.303,28312.749
PF07654,NA,NA,mtVer+I,13596.710,202,27597.420,109609.420,28133.520
PF07654,NA,NA,mtVer+G4,13070.614,202,26545.227,108557.227,27081.327
PF07654,NA,NA,mtVer+I+G4,13061.421,203,26528.841,109352.841,27067.595
PF07654,NA,NA,mtVer+F,13122.296,220,26684.592,123924.592,27268.464
PF07654,NA,NA,mtVer+F+I,13018.518,221,26479.036,124603.036,27065.562
PF07654,NA,NA,mtVer+F+G4,12666.329,221,25774.658,123898.658,26361.183
PF07654,NA,NA,mtVer+F+I+G4,12647.583,222,25739.166,124751.166,26328.345
PF07654,NA,NA,mtInv,13566.136,201,27534.271,108738.271,28067.717
PF07654,NA,NA,mtInv+I,13467.615,202,27339.230,109351.230,27875.330
PF07654,NA,NA,mtInv+G4,13101.629,202,26607.258,108619.258,27143.358
PF07654,NA,NA,mtInv+I+G4,13084.858,203,26575.716,109399.716,27114.470
PF07654,NA,NA,mtInv+F,12795.354,220,26030.709,123270.709,26614.580
PF07654,NA,NA,mtInv+F+I,12705.569,221,25853.138,123977.138,26439.663
PF07654,NA,NA,mtInv+F+G4,12486.379,221,25414.758,123538.758,26001.284
PF07654,NA,NA,mtInv+F+I+G4,12462.333,222,25368.666,124380.666,25957.845
PF00963,NA,NA,Dayhoff,9734.251,73,19614.502,19722.542,19845.113
PF00963,NA,NA,Dayhoff+I,9734.249,74,19616.499,19728.620,19850.269
PF00963,NA,NA,Dayhoff+G4,9696.815,74,19541.630,19653.751,19775.400
PF00963,NA,NA,Dayhoff+I+G4,9696.814,75,19543.628,19659.954,19780.557
PF00963,NA,NA,Dayhoff+F,9686.879,92,19557.758,19769.017,19848.391
PF00963,NA,NA,Dayhoff+F+I,9686.864,93,19559.728,19778.278,19853.520
PF00963,NA,NA,Dayhoff+F+G4,9623.796,93,19433.591,19652.141,19727.383
PF00963,NA,NA,Dayhoff+F+I+G4,9623.795,94,19435.590,19661.666,19732.541
PF00963,NA,NA,mtMAM,10791.577,73,21729.153,21837.193,21959.764
PF00963,NA,NA,mtMAM+I,10791.542,74,21731.083,21843.204,21964.853
PF00963,NA,NA,mtMAM+G4,10501.453,74,21150.907,21263.028,21384.677
PF00963,NA,NA,mtMAM+I+G4,10501.454,75,21152.907,21269.234,21389.836
PF00963,NA,NA,mtMAM+F,10144.795,92,20473.590,20684.850,20764.223
PF00963,NA,NA,mtMAM+F+I,10144.762,93,20475.525,20694.075,20769.317
PF00963,NA,NA,mtMAM+F+G4,9972.102,93,20130.204,20348.754,20423.997
PF00963,NA,NA,mtMAM+F+I+G4,9972.116,94,20132.232,20358.308,20429.183
PF00963,NA,NA,JTT,9808.626,73,19763.252,19871.292,19993.863
PF00963,NA,NA,JTT+I,9808.624,74,19765.248,19877.369,19999.018
PF00963,NA,NA,JTT+G4,9758.629,74,19665.257,19777.378,19899.027
