name,tree,repl,bic,model_name,modelm
HA,dosreis,15,128656.961,JTT+F+I+G4,1
HA,dosreis,15,132596.553,mtMet+F+I+G4,2
HA,dosreis,15,135152.209,cpREV+I,3
HA,dosreis,15,137668.917,mtZOA+F+G4,4
HA,dosreis,15,156608.42,mtART,5
HA,dosreis,16,133834.412,HIVb+F+I+G4,1
HA,dosreis,16,137848.028,FLU+I+G4,2
HA,dosreis,16,139866.149,Blosum62+F+G4,3
HA,dosreis,16,142566.155,Blosum62+F,4
HA,dosreis,16,160565.251,mtART,5
HA,dosreis,17,128564.271,JTT+G4,1
HA,dosreis,17,132392.365,FLU+G4,2
HA,dosreis,17,134529.483,cpREV,3
HA,dosreis,17,137344.953,mtVer+F+I,4
HA,dosreis,17,156027.131,mtART+I,5
HA,dosreis,18,126061.152,JTT+F+G4,1
HA,dosreis,18,129818.729,mtMet+F+G4,2
HA,dosreis,18,131848.751,cpREV+I,3
HA,dosreis,18,134349.8,Blosum62,4
HA,dosreis,18,151923.734,mtART,5
HA,dosreis,19,127339.476,HIVb+F+I+G4,1
HA,dosreis,19,131325.542,mtMet+F+G4,2
HA,dosreis,19,133641.721,FLU+F+I,3
HA,dosreis,19,136237.264,Dayhoff,4
HA,dosreis,19,154461.995,mtART+I,5
HA,dosreis,20,131210.043,JTT+G4,1
HA,dosreis,20,135245.36,FLU+G4,2
HA,dosreis,20,137202.896,Blosum62+F+I+G4,3
HA,dosreis,20,140140.436,mtVer+F,4
HA,dosreis,20,158276.845,mtART,5
HA,andersen,1,57078.208,JTT+F+I+G4,1
HA,andersen,1,58614.616,VT+I,2
HA,andersen,1,59294.135,Blosum62+G4,3
HA,andersen,1,60585.501,mtVer+I+G4,4
HA,andersen,1,67165.68,mtART,5
HA,andersen,2,57464.595,HIVb+G4,1
HA,andersen,2,59051.248,HIVw+G4,2
HA,andersen,2,59978.559,DCMut+I+G4,3
HA,andersen,2,60972.638,Dayhoff,4
HA,andersen,2,67466.147,mtART,5
HA,andersen,3,58674.096,JTT+F+I+G4,1
HA,andersen,3,60036.148,WAG+I,2
HA,andersen,3,60913.385,Blosum62+G4,3
HA,andersen,3,61952.433,mtVer+G4,4
HA,andersen,3,68782.307,mtART,5
HA,andersen,4,59513.52,HIVb+F+G4,1
HA,andersen,4,61094.232,FLU+I+G4,2
HA,andersen,4,61882.885,Blosum62+I+G4,3
HA,andersen,4,62989.697,mtVer+I+G4,4
HA,andersen,4,69466.231,mtART,5
HA,andersen,5,56137.216,JTT+F+I+G4,1
HA,andersen,5,57642.29,cpREV+I+G4,2
HA,andersen,5,58543.049,PMB+I,3
HA,andersen,5,59679.994,rtREV+F,4
HA,andersen,5,67105.805,mtART,5
HA,andersen,6,56902.635,JTT+F+I+G4,1
HA,andersen,6,58282.84,WAG+I,2
HA,andersen,6,59063.355,Blosum62+I+G4,3
HA,andersen,6,60233.442,mtVer+G4,4
HA,andersen,6,67184.489,mtART,5
HA,andersen,7,56708.252,JTT+G4,1
HA,andersen,7,57951.506,WAG+I,2
HA,andersen,7,58709.013,mtVer+F+I+G4,3
HA,andersen,7,60137.216,rtREV+F,4
HA,andersen,7,66731.006,mtART,5
HA,andersen,8,58043.403,JTT+I+G4,1
HA,andersen,8,59534.611,WAG+F,2
HA,andersen,8,60341.854,FLU+F,3
HA,andersen,8,61461.827,mtVer+G4,4
HA,andersen,8,68625.437,mtART,5
HA,andersen,9,57779.372,JTT+I+G4,1
HA,andersen,9,59251.275,FLU+F+G4,2
HA,andersen,9,60083.82,FLU+F,3
HA,andersen,9,61439.497,mtVer+I+G4,4
HA,andersen,9,68342.603,mtART,5
HA,andersen,10,57152.036,JTT+F+G4,1
HA,andersen,10,58498.953,VT+F+I,2
HA,andersen,10,59320.082,Blosum62+G4,3
HA,andersen,10,60239.33,mtVer+I+G4,4
HA,andersen,10,66547.997,mtART,5
HA,andersen,11,58461.909,JTT+G4,1
HA,andersen,11,59914.236,cpREV+F+I+G4,2
HA,andersen,11,60734.28,FLU+F,3
HA,andersen,11,61967.702,mtVer+I+G4,4
HA,andersen,11,68848.523,mtART,5
HA,andersen,12,57701.489,JTT+G4,1
HA,andersen,12,59117.007,WAG+I,2
HA,andersen,12,59934.43,Blosum62+G4,3
HA,andersen,12,61284.439,mtVer+I+G4,4
HA,andersen,12,68210.856,mtART,5
HA,andersen,13,57043.955,JTT+G4,1
HA,andersen,13,58439.193,FLU+F+G4,2
HA,andersen,13,59283.064,DCMut+I+G4,3
HA,andersen,13,60411.882,mtVer+G4,4
HA,andersen,13,67273.754,mtART,5
HA,andersen,14,57924.776,JTT+I+G4,1
HA,andersen,14,59381.609,WAG+F,2
HA,andersen,14,60267.773,Blosum62+I+G4,3
HA,andersen,14,61423.016,mtVer+I+G4,4
HA,andersen,14,68638.252,mtART,5
HA,andersen,15,56803.314,JTT+F+I+G4,1
HA,andersen,15,58125.885,VT+F+I,2
HA,andersen,15,59052.167,FLU+I,3
HA,andersen,15,59965.712,mtREV+F,4
HA,andersen,15,65860.82,mtART,5
HA,andersen,16,57335.426,JTT+F+I+G4,1
HA,andersen,16,58686.311,WAG+I,2
HA,andersen,16,59564.12,PMB+I,3
HA,andersen,16,60643.508,mtVer+I+G4,4
HA,andersen,16,67138.17,mtART,5
HA,andersen,17,57195.293,JTT+F+G4,1
HA,andersen,17,58536.984,cpREV+I+G4,2
HA,andersen,17,59356.25,Dayhoff+I+G4,3
HA,andersen,17,60722.326,rtREV+F,4
HA,andersen,17,67417.795,mtART,5
HA,andersen,18,56911.877,HIVb+F+G4,1
HA,andersen,18,58399.497,VT+F+I,2
HA,andersen,18,59268.593,Dayhoff+G4,3
HA,andersen,18,60675.121,mtInv+G4,4
HA,andersen,18,67236.309,mtART,5
HA,andersen,19,58146.318,JTT+F+I+G4,1
HA,andersen,19,59605.588,cpREV+G4,2
HA,andersen,19,60476.832,Blosum62+I+G4,3
HA,andersen,19,61688.606,mtMet+I+G4,4
HA,andersen,19,69128.155,mtART,5
HA,andersen,20,56590.747,HIVb+F+G4,1
HA,andersen,20,57999.13,cpREV+G4,2
HA,andersen,20,58817.945,LG+I+G4,3
HA,andersen,20,60350.688,mtMet+I+G4,4
HA,andersen,20,67307.269,mtART,5
HA,spiralia,1,68785.971,JTT+G4,1
HA,spiralia,1,70935.822,FLU+G4,2
HA,spiralia,1,72064.97,HIVw+F,3
HA,spiralia,1,73683.459,mtMet+F,4
HA,spiralia,1,83488.651,mtART,5
HA,spiralia,2,71209.261,HIVb+F+G4,1
HA,spiralia,2,73804.229,FLU+G4,2
HA,spiralia,2,75372.558,cpREV+I,3
HA,spiralia,2,76983.113,mtInv+I+G4,4
HA,spiralia,2,87316.281,mtART,5
HA,spiralia,3,72592.335,JTT+F+G4,1
HA,spiralia,3,74640.49,mtMet+F+G4,2
HA,spiralia,3,76008.01,cpREV+F,3
HA,spiralia,3,77474.884,Dayhoff,4
HA,spiralia,3,87631.172,mtART,5
HA,spiralia,4,71777.687,JTT+F+G4,1
HA,spiralia,4,74046.089,mtInv+F+G4,2
HA,spiralia,4,75401.327,cpREV+I,3
HA,spiralia,4,76855.088,Dayhoff+I,4
HA,spiralia,4,87132.578,mtART,5
HA,spiralia,5,71904.042,HIVb+F+I+G4,1
HA,spiralia,5,74165.377,mtMet+F+I+G4,2
HA,spiralia,5,75348.639,cpREV+F,3
HA,spiralia,5,76830.253,Blosum62,4
HA,spiralia,5,87019.394,mtART,5
HA,spiralia,6,68983.747,JTT+F+I+G4,1
HA,spiralia,6,70835.165,HIVb+F,2
HA,spiralia,6,72218.116,cpREV+I,3
HA,spiralia,6,73512.765,mtInv+G4,4
HA,spiralia,6,83011.271,mtART,5
HA,spiralia,7,70409.286,JTT+G4,1
HA,spiralia,7,72539.094,HIVb+F,2
HA,spiralia,7,73750.635,mtREV+F+I+G4,3
HA,spiralia,7,75298.373,mtZOA+F+I+G4,4
HA,spiralia,7,84677.716,mtART,5
HA,spiralia,8,70274.33,JTT+F+G4,1
HA,spiralia,8,72520.2,FLU+G4,2
HA,spiralia,8,73618.074,mtREV+F+G4,3
HA,spiralia,8,75374.989,mtZOA+F+I+G4,4
HA,spiralia,8,85148.561,mtART,5
HA,spiralia,9,69743.775,JTT+F+G4,1
HA,spiralia,9,71787.19,DCMut+F+I+G4,2
HA,spiralia,9,72972.299,cpREV+I,3
HA,spiralia,9,74226.196,mtMet+F,4
HA,spiralia,9,83789.005,mtART,5
HA,spiralia,10,71402.08,HIVb+F+G4,1
HA,spiralia,10,73706.482,mtInv+F+I+G4,2
HA,spiralia,10,74929.373,mtREV+F+I+G4,3
HA,spiralia,10,76644.307,mtVer+F,4
HA,spiralia,10,87425.647,mtART,5
HA,spiralia,11,70843.622,JTT+F+G4,1
HA,spiralia,11,73088.72,DCMut+F+I+G4,2
HA,spiralia,11,74324.024,cpREV+F,3
HA,spiralia,11,75816.321,mtVer+F,4
HA,spiralia,11,86061.631,mtART,5
HA,spiralia,12,70568.739,JTT+F+G4,1
HA,spiralia,12,72548.104,Dayhoff+F+G4,2
HA,spiralia,12,73829.175,Blosum62+G4,3
HA,spiralia,12,75304.886,mtVer+F+I,4
HA,spiralia,12,84581.93,mtART,5
HA,spiralia,13,70796.204,HIVb+F+G4,1
HA,spiralia,13,73057.067,cpREV+G4,2
HA,spiralia,13,74621.083,cpREV+F,3
HA,spiralia,13,76200.081,mtInv+I+G4,4
HA,spiralia,13,87220.923,mtART,5
HA,spiralia,14,72646.083,JTT+G4,1
HA,spiralia,14,75053.575,DCMut+F+G4,2
HA,spiralia,14,76337.165,cpREV+I,3
HA,spiralia,14,77780.299,mtVer+F,4
HA,spiralia,14,88404.242,mtART,5
HA,spiralia,15,71329.044,JTT+F+G4,1
HA,spiralia,15,73548.578,FLU+G4,2
HA,spiralia,15,74839.247,cpREV+F,3
HA,spiralia,15,76338.794,mtZOA+F+I+G4,4
HA,spiralia,15,86683.788,mtART,5
HA,spiralia,16,69026.454,JTT+G4,1
HA,spiralia,16,71354.093,FLU+I+G4,2
HA,spiralia,16,72595.802,cpREV,3
HA,spiralia,16,73947.686,Dayhoff,4
HA,spiralia,16,83785.491,mtART,5
HA,spiralia,17,70360.707,JTT+G4,1
HA,spiralia,17,72458.801,HIVw+I+G4,2
HA,spiralia,17,73540.134,FLU+F+I,3
HA,spiralia,17,75094.698,mtVer+F,4
HA,spiralia,17,84840.27,mtART,5
HA,spiralia,18,70374.272,JTT+G4,1
HA,spiralia,18,72524.128,HIVb+F+I,2
HA,spiralia,18,74010.005,cpREV,3
HA,spiralia,18,75700.97,mtInv+G4,4
HA,spiralia,18,85774.295,mtART,5
HA,spiralia,19,72317.328,HIVb+I+G4,1
HA,spiralia,19,74390.654,FLU+G4,2
HA,spiralia,19,75728.3,FLU+F,3
HA,spiralia,19,77215.398,Dayhoff,4
HA,spiralia,19,87270.083,mtART,5
HA,spiralia,20,69146.837,JTT+F+G4,1
HA,spiralia,20,71106.073,DCMut+F+G4,2
HA,spiralia,20,72596.431,cpREV+F,3
HA,spiralia,20,73873.806,mtVer+F,4
HA,spiralia,20,84037.134,mtART,5
HA,rayfinned,1,99889.316,HIVb+F+G4,1
HA,rayfinned,1,102851.557,WAG+F+I,2
HA,rayfinned,1,104284.655,FLU+F,3
HA,rayfinned,1,106643.736,Dayhoff,4
HA,rayfinned,1,120017.919,mtART,5
HA,rayfinned,2,101257.584,HIVb+G4,1
HA,rayfinned,2,104320.765,FLU+G4,2
HA,rayfinned,2,105876.316,cpREV,3
HA,rayfinned,2,107855.962,mtVer+F,4
HA,rayfinned,2,122060.063,mtART,5
HA,rayfinned,3,101728.18,HIVb+F+G4,1
HA,rayfinned,3,104701.711,FLU+G4,2
HA,rayfinned,3,106409.967,FLU+F,3
HA,rayfinned,3,108291.446,Blosum62,4
HA,rayfinned,3,121108.866,mtART,5
HA,rayfinned,4,98000.33,HIVb+G4,1
HA,rayfinned,4,101032.537,FLU+I+G4,2
HA,rayfinned,4,102741.061,mtREV+F+G4,3
HA,rayfinned,4,104869.874,mtREV+G4,4
HA,rayfinned,4,117051.101,mtART,5
HA,rayfinned,5,100201.021,JTT+F+G4,1
HA,rayfinned,5,103010.813,WAG+F+I,2
HA,rayfinned,5,104703.05,HIVw+I,3
HA,rayfinned,5,106405.826,Dayhoff,4
HA,rayfinned,5,119962.259,mtART,5
HA,rayfinned,6,97705.02,JTT+G4,1
HA,rayfinned,6,100431.974,HIVw+G4,2
HA,rayfinned,6,102095.076,cpREV+F,3
HA,rayfinned,6,104198.673,mtZOA+F+I+G4,4
HA,rayfinned,6,116824.089,mtART,5
HA,rayfinned,7,101252.241,HIVb+F+G4,1
HA,rayfinned,7,104323.435,mtMet+F+G4,2
HA,rayfinned,7,106118.907,FLU+F+I,3
HA,rayfinned,7,108083.547,Dayhoff+I,4
HA,rayfinned,7,120619.676,mtART,5
HA,rayfinned,8,107436.754,HIVb+I+G4,1
HA,rayfinned,8,110738.414,FLU+G4,2
HA,rayfinned,8,112428.083,Blosum62+F+I+G4,3
HA,rayfinned,8,114452.655,Blosum62+F,4
HA,rayfinned,8,129225.101,mtART,5
HA,rayfinned,9,100993.039,JTT+G4,1
HA,rayfinned,9,103760.469,mtMet+F+G4,2
HA,rayfinned,9,105657.215,cpREV,3
HA,rayfinned,9,107327.526,Blosum62,4
HA,rayfinned,9,120653.458,mtART,5
HA,rayfinned,10,100663.224,HIVb+G4,1
HA,rayfinned,10,103452.145,FLU+G4,2
HA,rayfinned,10,105197.496,HIVw,3
HA,rayfinned,10,107056.972,Dayhoff,4
HA,rayfinned,10,119672.312,mtART,5
HA,rayfinned,11,99529.555,HIVb+F+G4,1
HA,rayfinned,11,102545.845,FLU+G4,2
HA,rayfinned,11,104132.019,cpREV,3
HA,rayfinned,11,106058.878,Blosum62+F,4
HA,rayfinned,11,120041.993,mtART,5
HA,rayfinned,12,103266.539,JTT+G4,1
HA,rayfinned,12,106380.939,FLU+G4,2
HA,rayfinned,12,108284.542,FLU+F+I,3
HA,rayfinned,12,110023.687,Blosum62+F+I,4
HA,rayfinned,12,123165.938,mtART,5
HA,rayfinned,13,97762.07,JTT+G4,1
HA,rayfinned,13,100411.612,FLU+G4,2
HA,rayfinned,13,102092.902,cpREV+F+I,3
HA,rayfinned,13,104049.641,mtInv+I+G4,4
HA,rayfinned,13,116298.353,mtART,5
HA,rayfinned,14,103884.74,HIVb+I+G4,1
HA,rayfinned,14,107144.28,WAG+F+I,2
HA,rayfinned,14,108652.755,Blosum62+I+G4,3
HA,rayfinned,14,110753.372,Dayhoff,4
HA,rayfinned,14,125014.887,mtART,5
HA,rayfinned,15,101529.956,JTT+I+G4,1
HA,rayfinned,15,104642.576,FLU+G4,2
HA,rayfinned,15,106523.741,FLU+F+I,3
HA,rayfinned,15,108082.286,mtVer+F,4
HA,rayfinned,15,120861.947,mtART,5
HA,rayfinned,16,104584.764,HIVb+F+G4,1
HA,rayfinned,16,107788.621,FLU+G4,2
HA,rayfinned,16,109798.674,Blosum62+F+I+G4,3
HA,rayfinned,16,111616.579,Blosum62,4
HA,rayfinned,16,125369.106,mtART,5
HA,rayfinned,17,99311.15,HIVb+F+G4,1
HA,rayfinned,17,102445.338,FLU+G4,2
HA,rayfinned,17,103936.784,cpREV,3
HA,rayfinned,17,105691.245,Blosum62,4
HA,rayfinned,17,118714.021,mtART,5
HA,rayfinned,18,96394.928,JTT+G4,1
HA,rayfinned,18,99340.991,FLU+G4,2
HA,rayfinned,18,100655.948,cpREV+F,3
HA,rayfinned,18,102665.138,Dayhoff+I,4
HA,rayfinned,18,114514.636,mtART,5
HA,rayfinned,19,100867.032,HIVb+G4,1
HA,rayfinned,19,103869.7,mtInv+F+G4,2
HA,rayfinned,19,105726.861,FLU+F+I,3
HA,rayfinned,19,107456.469,mtInv+I+G4,4
HA,rayfinned,19,120473.78,mtART,5
HA,rayfinned,20,105036.385,HIVb+F+G4,1
HA,rayfinned,20,108234.974,mtInv+F+G4,2
HA,rayfinned,20,109972.616,cpREV,3
HA,rayfinned,20,112145.651,Blosum62,4
HA,rayfinned,20,126174.816,mtART,5
NP,greenalga,1,20301.735,JTT+I+G4,1
NP,greenalga,1,20752.128,HIVw+F+G4,2
NP,greenalga,1,21015.611,PMB,3
NP,greenalga,1,21499.135,rtREV+I,4
NP,greenalga,1,23820.641,mtART,5
NP,greenalga,2,20752.144,JTT+G4,1
NP,greenalga,2,21258.818,mtMet+F+I+G4,2
NP,greenalga,2,21534.083,LG+G4,3
NP,greenalga,2,21975.629,mtZOA+F+G4,4
NP,greenalga,2,24610.048,mtART,5
NP,greenalga,3,20597.949,JTT+G4,1
NP,greenalga,3,21076.563,FLU+F+G4,2
NP,greenalga,3,21350.339,PMB+F+I,3
NP,greenalga,3,21803.352,rtREV+I+G4,4
NP,greenalga,3,23983.955,mtART,5
NP,greenalga,4,20615.541,JTT+G4,1
NP,greenalga,4,21131.877,Dayhoff+F+G4,2
NP,greenalga,4,21379.432,Dayhoff+I,3
NP,greenalga,4,21915.287,rtREV+I,4
NP,greenalga,4,24158.139,mtART,5
NP,greenalga,5,20962.397,HIVb+I+G4,1
NP,greenalga,5,21490.374,HIVw+F+I,2
NP,greenalga,5,21744.979,LG+F+G4,3
NP,greenalga,5,22337.367,mtZOA+F+G4,4
NP,greenalga,5,24743.978,mtART,5
NP,greenalga,6,20781.062,JTT+F+G4,1
NP,greenalga,6,21263.228,mtVer+F+I+G4,2
NP,greenalga,6,21604.308,LG+I+G4,3
NP,greenalga,6,22031.923,mtREV+F,4
NP,greenalga,6,24683.446,mtART,5
NP,greenalga,7,20677.747,JTT+G4,1
NP,greenalga,7,21188.251,VT+F,2
NP,greenalga,7,21437.965,mtMet+F+I,3
NP,greenalga,7,21927.518,mtVer+G4,4
NP,greenalga,7,24326.671,mtART,5
NP,greenalga,8,20575.425,JTT+G4,1
NP,greenalga,8,21055.288,FLU+F+I+G4,2
NP,greenalga,8,21357.865,Blosum62+G4,3
NP,greenalga,8,21876.07,mtMAM+F+I+G4,4
NP,greenalga,8,24521.253,mtART,5
NP,greenalga,9,20599.841,JTT+F+G4,1
NP,greenalga,9,21086.477,cpREV+G4,2
NP,greenalga,9,21386.468,FLU+F,3
NP,greenalga,9,21881.236,mtVer+G4,4
NP,greenalga,9,24065.217,mtART,5
NP,greenalga,10,20393.553,JTT+I+G4,1
NP,greenalga,10,20902.919,HIVw+F+I+G4,2
NP,greenalga,10,21158.144,Dayhoff+I+G4,3
NP,greenalga,10,21551.662,mtMAM+F+I+G4,4
NP,greenalga,10,23607.428,mtART,5
NP,greenalga,11,19888.314,JTT+G4,1
NP,greenalga,11,20376.252,cpREV+F+G4,2
NP,greenalga,11,20618.788,LG+G4,3
NP,greenalga,11,21057.703,mtVer+G4,4
NP,greenalga,11,23058.938,mtART,5
NP,greenalga,12,21177.362,JTT+G4,1
NP,greenalga,12,21668.115,mtMet+F+G4,2
NP,greenalga,12,21963.973,HIVw+I+G4,3
NP,greenalga,12,22486.811,mtMet+I+G4,4
NP,greenalga,12,24744.712,mtART,5
NP,greenalga,13,20963.494,JTT+F+G4,1
NP,greenalga,13,21470.275,cpREV+F+G4,2
NP,greenalga,13,21749.52,DCMut+F+I,3
NP,greenalga,13,22169.089,mtREV+F,4
NP,greenalga,13,24799.637,mtART,5
NP,greenalga,14,21504.297,JTT+I+G4,1
NP,greenalga,14,22027.997,cpREV+F+I+G4,2
NP,greenalga,14,22293.929,Dayhoff+F,3
NP,greenalga,14,22848.375,rtREV+F,4
NP,greenalga,14,25289.005,mtART,5
NP,greenalga,15,19922.271,JTT+G4,1
NP,greenalga,15,20420.666,VT+I,2
NP,greenalga,15,20690.024,Dayhoff+F+I,3
NP,greenalga,15,21222.84,rtREV+F,4
NP,greenalga,15,23476.314,mtART,5
NP,greenalga,16,20639.77,HIVb+F+G4,1
NP,greenalga,16,21218.802,VT+I,2
NP,greenalga,16,21479.18,PMB+I,3
NP,greenalga,16,21955.428,mtZOA+F+I+G4,4
NP,greenalga,16,24348.589,mtART,5
NP,greenalga,17,20047.219,HIVb+I+G4,1
NP,greenalga,17,20556.094,HIVw+F+I,2
NP,greenalga,17,20824.17,Dayhoff+I+G4,3
NP,greenalga,17,21360.856,mtZOA+F+G4,4
NP,greenalga,17,23636.596,mtART,5
NP,greenalga,18,20449.324,JTT+G4,1
NP,greenalga,18,20937.188,cpREV+I+G4,2
NP,greenalga,18,21172.656,mtMet+F,3
NP,greenalga,18,21654.403,mtZOA+F+G4,4
NP,greenalga,18,23718.103,mtART,5
NP,greenalga,19,20883.723,JTT+G4,1
NP,greenalga,19,21386.145,mtMet+F+G4,2
NP,greenalga,19,21671.575,PMB,3
NP,greenalga,19,22087.032,rtREV+G4,4
NP,greenalga,19,24427.416,mtART,5
NP,greenalga,20,20644.559,JTT+F+G4,1
NP,greenalga,20,21144.105,mtMet+F+G4,2
NP,greenalga,20,21423.606,HIVw+F,3
NP,greenalga,20,21880.617,rtREV+I+G4,4
NP,greenalga,20,24443.625,mtART,5
NP,opisthokonta,1,103793.089,JTT+F+G4,1
NP,opisthokonta,1,106584.164,mtInv+F+G4,2
NP,opisthokonta,1,108344.503,PMB+F,3
NP,opisthokonta,1,110645.301,rtREV+F,4
NP,opisthokonta,1,122400.771,mtART,5
NP,opisthokonta,2,104210.023,JTT+F+G4,1
NP,opisthokonta,2,106889.933,FLU+F+G4,2
NP,opisthokonta,2,109145.186,PMB,3
NP,opisthokonta,2,110759.636,Dayhoff,4
NP,opisthokonta,2,122744.297,mtART,5
NP,opisthokonta,3,103473.335,JTT+F+G4,1
NP,opisthokonta,3,106253.36,LG+F+G4,2
NP,opisthokonta,3,107948.144,PMB+F,3
NP,opisthokonta,3,110358.401,mtMet+G4,4
NP,opisthokonta,3,122866.024,mtART,5
NP,opisthokonta,4,104056.582,JTT+F+G4,1
NP,opisthokonta,4,106944.395,HIVw+F+G4,2
NP,opisthokonta,4,108803.704,Dayhoff+F,3
NP,opisthokonta,4,110906.753,mtREV+F,4
NP,opisthokonta,4,123429.174,mtART,5
NP,opisthokonta,5,106102.767,JTT+F+G4,1
NP,opisthokonta,5,109006.641,PMB+G4,2
NP,opisthokonta,5,110992.979,PMB+F,3
NP,opisthokonta,5,112948.841,mtVer+G4,4
NP,opisthokonta,5,125424.5,mtART,5
NP,opisthokonta,6,104792.918,JTT+F+G4,1
NP,opisthokonta,6,107719.506,JTT+I,2
NP,opisthokonta,6,109551.876,cpREV+F,3
NP,opisthokonta,6,111778.24,LG,4
NP,opisthokonta,6,124498.555,mtART,5
NP,opisthokonta,7,105250.207,JTT+F+G4,1
NP,opisthokonta,7,108170.598,JTT,2
NP,opisthokonta,7,110331.452,PMB+F,3
NP,opisthokonta,7,112315.844,mtREV+F,4
NP,opisthokonta,7,124367.012,mtART,5
NP,opisthokonta,8,106111.477,JTT+F+G4,1
NP,opisthokonta,8,108978.195,mtMet+F+G4,2
NP,opisthokonta,8,110841.208,PMB+I,3
NP,opisthokonta,8,112765.778,mtMet+I+G4,4
NP,opisthokonta,8,124880.897,mtART+I,5
NP,opisthokonta,9,104966.334,JTT+F+G4,1
NP,opisthokonta,9,107940.806,PMB+G4,2
NP,opisthokonta,9,110203.346,PMB+F+I,3
NP,opisthokonta,9,112089.307,LG,4
NP,opisthokonta,9,125629.332,mtART+I,5
NP,opisthokonta,10,104131.757,JTT+F+G4,1
NP,opisthokonta,10,107098.552,PMB+F+G4,2
NP,opisthokonta,10,109623.329,PMB+F,3
NP,opisthokonta,10,111185.09,LG,4
NP,opisthokonta,10,123795.954,mtART,5
NP,opisthokonta,11,104211.505,JTT+F+G4,1
NP,opisthokonta,11,107102.369,mtMet+F+G4,2
NP,opisthokonta,11,108877.222,cpREV+F,3
NP,opisthokonta,11,110969.194,mtMet+G4,4
NP,opisthokonta,11,123166.911,mtART,5
NP,opisthokonta,12,104502.579,JTT+F+G4,1
NP,opisthokonta,12,107170.59,PMB+F+G4,2
NP,opisthokonta,12,109210.566,PMB+F,3
NP,opisthokonta,12,110782.981,DCMut,4
NP,opisthokonta,12,122858.771,mtART,5
NP,opisthokonta,13,103529.809,JTT+F+G4,1
NP,opisthokonta,13,106320.634,PMB+F+G4,2
NP,opisthokonta,13,108390.944,cpREV,3
NP,opisthokonta,13,109962.062,DCMut,4
NP,opisthokonta,13,121904.319,mtART,5
NP,opisthokonta,14,103390.916,JTT+F+G4,1
NP,opisthokonta,14,106292.568,JTTDCMut,2
NP,opisthokonta,14,108072.491,PMB+F,3
NP,opisthokonta,14,110552.164,rtREV+F,4
NP,opisthokonta,14,123021.823,mtART,5
NP,opisthokonta,15,105688.508,JTT+F+G4,1
NP,opisthokonta,15,108419.285,mtVer+F+G4,2
NP,opisthokonta,15,110366.176,PMB+F,3
NP,opisthokonta,15,112515.802,mtREV+F,4
NP,opisthokonta,15,125436.248,mtART,5
NP,opisthokonta,16,102739.79,JTT+F+I+G4,1
NP,opisthokonta,16,105344.352,Dayhoff+F+I+G4,2
NP,opisthokonta,16,107322.35,PMB+F,3
NP,opisthokonta,16,109420.98,Dayhoff,4
NP,opisthokonta,16,121469.472,mtART+I,5
NP,opisthokonta,17,107935.848,JTT+F+G4,1
NP,opisthokonta,17,110923.236,JTT,2
NP,opisthokonta,17,112804.069,rtREV+F+G4,3
NP,opisthokonta,17,115395.118,DCMut,4
NP,opisthokonta,17,127666.064,mtART,5
NP,opisthokonta,18,106232.858,JTT+F+G4,1
NP,opisthokonta,18,108957.613,FLU+F+G4,2
NP,opisthokonta,18,111112.342,PMB+F,3
NP,opisthokonta,18,113257.649,mtVer+G4,4
NP,opisthokonta,18,125503.976,mtART,5
NP,opisthokonta,19,105874.309,JTT+F+G4,1
NP,opisthokonta,19,108924.393,JTTDCMut,2
NP,opisthokonta,19,110980.987,mtMet+F,3
NP,opisthokonta,19,112989.718,DCMut,4
NP,opisthokonta,19,124728.909,mtART,5
NP,opisthokonta,20,105431.038,JTT+F+G4,1
NP,opisthokonta,20,108193.219,mtInv+F+G4,2
NP,opisthokonta,20,110295.348,HIVw+G4,3
NP,opisthokonta,20,112517.557,mtMet+I+G4,4
NP,opisthokonta,20,124839.735,mtART+I,5
NP,prum,1,56405.831,HIVb+G4,1
NP,prum,1,57987.367,cpREV+G4,2
NP,prum,1,59043.665,LG+G4,3
NP,prum,1,60201.838,rtREV+F+I+G4,4
NP,prum,1,67084.885,mtART,5
NP,prum,2,57467.461,HIVb+G4,1
NP,prum,2,59066.726,HIVw+G4,2
NP,prum,2,60193.382,Blosum62+G4,3
NP,prum,2,61106.796,Dayhoff,4
NP,prum,2,68500.623,mtART,5
NP,prum,3,58542.862,HIVb+I+G4,1
NP,prum,3,60227.787,WAG+F+I,2
NP,prum,3,61165.805,FLU+F+I,3
NP,prum,3,62116.099,rtREV+I+G4,4
NP,prum,3,69688.136,mtART,5
NP,prum,4,55001.422,JTT+I+G4,1
NP,prum,4,56505.979,WAG+F+I,2
NP,prum,4,57352.497,HIVw,3
NP,prum,4,58499.379,rtREV+I+G4,4
NP,prum,4,65290.029,mtART,5
NP,prum,5,58116.411,HIVb+G4,1
NP,prum,5,60041.281,FLU+G4,2
NP,prum,5,61077.332,cpREV,3
NP,prum,5,62063.446,Blosum62+F,4
NP,prum,5,70349.036,mtART,5
NP,prum,6,59612.421,HIVb+G4,1
NP,prum,6,61369.923,mtVer+F+G4,2
NP,prum,6,62415.813,mtVer+F+I,3
NP,prum,6,63451.619,mtInv+I+G4,4
NP,prum,6,70180.706,mtART,5
NP,prum,7,54597.122,HIVb+G4,1
NP,prum,7,56295.044,mtInv+F+G4,2
NP,prum,7,57264.759,HIVw,3
NP,prum,7,58242.141,Dayhoff+I,4
NP,prum,7,64750.212,mtART,5
